  Frame         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      151        0.335        2.457            0      155.866        3.619      118.835
      152        0.195        2.472            0      156.028        6.275      119.629
      153        0.274        2.488            0      156.103        3.323      118.689
      154        0.157        2.501            0      156.683        0.433      120.373
      155        0.203        2.497            0      157.479        1.644      116.565
      156        0.134        2.484            0      156.166        1.567      120.204
      157        0.120        2.470            0      155.188        5.236      118.692
      158        0.240        2.486            0      156.609        0.823      118.886
      159        0.249        2.478            0      155.830        0.700      119.787
      160        0.117        2.512            0      156.988        2.386      120.080
      161        0.104        2.480            0      155.128        2.662      120.968
      162        0.174        2.485            0      156.405        0.250      116.749
      163        0.122        2.485            0      155.988        1.162      118.212
      164        0.255        2.479            0      155.667        0.331      120.154
      165        0.260        2.506            0      157.676        1.951      119.799
      166        0.253        2.497            0      155.994        4.156      121.229
      167        0.213        2.472            0      155.566        0.711      120.136
      168        0.090        2.494            0      156.746        0.483      119.460
      169        0.139        2.495            0      157.234        3.797      120.821
      170        0.210        2.509            0      157.430        1.473      118.545
      171        0.138        2.487            0      155.021        1.096      120.531
      172        0.102        2.472            0      155.907        0.884      117.133
      173        0.150        2.478            0      155.979        1.348      117.297
      174        0.250        2.488            0      156.653        0.265      117.386
      175        0.213        2.496            0      156.922        0.759      119.717
      176        0.105        2.480            0      157.070        0.979      118.231
      177        0.180        2.502            0      156.961        1.393      119.920
      178        0.102        2.481            0      155.655        4.549      118.437
      179        0.149        2.478            0      155.804        4.089      118.065
      180        0.123        2.474            0      155.696        0.000      117.773
      181        0.197        2.516            0      157.130        0.919      121.731
      182        0.168        2.487            0      156.332        1.987      118.870
      183        0.155        2.505            0      156.724        0.773      119.414
      184        0.148        2.508            0      157.111        5.452      121.697
      185        0.159        2.458            0      154.978        1.034      117.042
      186        0.124        2.482            0      156.774        1.464      119.725
      187        0.165        2.479            0      155.408        1.631      119.513
      188        0.128        2.502            0      156.652        1.941      119.274
      189        0.104        2.503            0      156.841        6.311      120.445
      190        0.205        2.481            0      155.603        1.801      117.683
      191        0.116        2.486            0      155.907       10.293      117.553
      192        0.210        2.496            0      157.055        2.314      118.454
      193        0.156        2.520            0      157.128        6.003      122.333
      194        0.267        2.510            0      157.694        6.576      120.306
      195        0.175        2.517            0      158.139        5.736      119.804
      196        0.171        2.510            0      157.471        6.732      119.530
      197        0.098        2.494            0      156.623        1.135      120.082
      198        0.076        2.491            0      156.809        2.516      120.204
      199        0.214        2.471            0      156.035        0.510      118.943
      200        0.084        2.469            0      155.539        6.817      116.814
      201        0.145        2.481            0      156.057        0.675      118.859
      202        0.103        2.495            0      156.262        1.535      119.681
      203        0.181        2.478            0      155.749        0.494      118.806
      204        0.148        2.482            0      155.834        1.370      119.758
      205        0.197        2.488            0      156.350        3.029      118.948
      206        0.263        2.503            0      157.541        0.256      120.631
      207        0.166        2.470            0      155.459        0.257      118.354
      208        0.167        2.515            0      157.437        1.712      120.800
      209        0.246        2.501            0      156.500        6.520      120.866
      210        0.204        2.476            0      155.859        0.296      119.192
      211        0.287        2.525            0      158.438        0.567      122.808
      212        0.131        2.481            0      155.514        1.628      120.447
      213        0.194        2.505            0      156.967        7.073      120.671
      214        0.278        2.480            0      156.192        1.641      120.532
      215        0.151        2.485            0      155.867        1.945      119.811
      216        0.172        2.489            0      156.886        0.582      118.496
      217        0.063        2.456            0      155.006        3.656      116.017
      218        0.153        2.466            0      155.462        3.923      116.840
      219        0.174        2.485            0      155.741        2.394      118.296
      220        0.167        2.504            0      157.415        1.334      119.416
      221        0.175        2.493            0      156.638        1.938      119.544
      222        0.147        2.513            0      156.733        0.654      120.119
      223        0.125        2.485            0      156.236        1.425      119.542
      224        0.211        2.482            0      156.647        0.178      119.482
      225        0.190        2.479            0      156.463        0.837      117.305
      226        0.215        2.467            0      155.936        0.766      116.925
      227        0.094        2.492            0      156.261        3.817      118.837
      228        0.151        2.467            0      155.952        2.517      118.176
      229        0.288        2.524            0      158.283        0.845      121.685
      230        0.123        2.497            0      156.686        1.603      119.594
      231        0.193        2.507            0      157.625        0.163      119.609
      232        0.151        2.489            0      156.919        0.760      118.005
      233        0.165        2.477            0      155.187        0.450      118.415
      234        0.135        2.484            0      155.790        4.737      119.518
      235        0.144        2.491            0      156.109        0.000      120.672
      236        0.118        2.481            0      155.477        0.259      120.664
      237        0.262        2.488            0      157.237        1.984      121.078
      238        0.225        2.506            0      157.275        0.437      119.737
      239        0.276        2.480            0      156.038        0.569      118.438
      240        0.294        2.496            0      157.304        0.000      120.323
      241        0.137        2.492            0      156.014        0.122      117.624
      242        0.129        2.502            0      156.628        0.103      119.527
      243        0.277        2.464            0      156.181        0.470      121.011
      244        0.212        2.471            0      155.532        0.000      117.509
      245        0.161        2.491            0      156.269        2.363      118.957
      246        0.297        2.464            0      156.018        0.000      119.094
      247        0.138        2.485            0      156.380        1.256      118.595
      248        0.183        2.500            0      156.780        0.256      118.201
      249        0.112        2.481            0      155.780        0.666      118.963
      250        0.233        2.485            0      156.111        0.074      119.743
      251        0.195        2.497            0      155.913        0.048      117.462
      252        0.160        2.526            0      159.180        0.000      120.761
      253        0.258        2.484            0      156.527        0.166      119.642
      254        0.254        2.489            0      156.150        0.000      121.119
      255        0.264        2.461            0      156.073        0.022      117.976
      256        0.184        2.493            0      156.936        1.705      118.294
      257        0.135        2.498            0      155.937        1.793      120.774
      258        0.111        2.520            0      157.695        0.065      121.316
      259        0.219        2.486            0      156.154        0.435      118.956
      260        0.180        2.490            0      156.482        0.403      118.413
      261        0.165        2.492            0      156.283        1.598      120.519
      262        0.204        2.499            0      157.120        0.044      118.619
      263        0.197        2.483            0      156.198        0.372      118.223
      264        0.154        2.488            0      155.996        0.000      119.562
      265        0.366        2.472            0      156.414        0.547      119.147
      266        0.206        2.456            0      155.273        0.028      116.196
      267        0.276        2.500            0      157.578        1.800      120.358
      268        0.295        2.469            0      156.672        0.000      118.628
      269        0.130        2.474            0      155.962        0.731      118.557
      270        0.260        2.485            0      156.366        0.083      120.408
      271        0.106        2.500            0      156.673        0.589      119.822
      272        0.182        2.501            0      157.162        3.841      118.521
      273        0.134        2.454            0      154.915        0.339      116.172
      274        0.143        2.488            0      156.561        0.109      119.195
      275        0.236        2.476            0      155.895        2.171      120.940
      276        0.247        2.457            0      155.412        0.411      119.257
      277        0.142        2.515            0      157.927        0.000      120.845
      278        0.211        2.446            0      154.175        0.341      117.665
      279        0.109        2.483            0      156.652        0.682      119.015
      280        0.194        2.514            0      156.554        0.303      118.072
      281        0.304        2.488            0      156.942        0.000      117.692
      282        0.121        2.479            0      156.053        1.137      118.647
      283        0.089        2.471            0      155.843        2.894      119.843
      284        0.091        2.475            0      155.618        6.000      117.349
      285        0.262        2.513            0      157.874        1.311      121.176
      286        0.210        2.518            0      156.872        2.028      122.610
      287        0.149        2.524            0      158.398        0.049      119.926
      288        0.126        2.496            0      156.136        0.482      119.602
      289        0.108        2.493            0      156.951        0.453      120.204
      290        0.235        2.483            0      156.838        0.211      119.579
      291        0.214        2.478            0      156.366        0.845      119.195
      292        0.119        2.472            0      154.965        0.000      117.562
      293        0.190        2.488            0      156.752        1.044      119.231
      294        0.138        2.495            0      155.848        0.278      120.310
      295        0.183        2.513            0      157.543        0.118      120.120
      296        0.205        2.509            0      156.540        0.127      118.578
      297        0.182        2.469            0      155.672        0.311      119.966
      298        0.239        2.474            0      156.285        0.000      117.741
      299        0.145        2.523            0      157.653        0.000      121.987
      300        0.183        2.515            0      156.937        0.341      120.921
      301        0.130        2.484            0      155.394        0.112      116.835
      302        0.129        2.488            0      156.179        0.000      119.232
      303        0.184        2.495            0      156.630        0.510      119.745
      304        0.243        2.482            0      156.123        0.507      119.067
      305        0.127        2.511            0      157.991        1.257      120.615
      306        0.143        2.480            0      155.641        0.351      119.565
      307        0.139        2.502            0      157.158        4.216      120.177
      308        0.106        2.491            0      156.276        0.351      120.033
      309        0.149        2.500            0      156.793        0.374      118.741
      310        0.142        2.494            0      156.349        0.000      119.616
      311        0.182        2.502            0      156.989        0.381      119.089
      312        0.170        2.505            0      156.121        0.034      120.729
      313        0.187        2.492            0      156.994        0.235      119.790
      314        0.132        2.476            0      155.472        0.420      119.746
      315        0.147        2.487            0      155.733        1.153      119.646
      316        0.214        2.480            0      156.016        0.000      118.767
      317        0.218        2.471            0      154.930        0.554      117.606
      318        0.177        2.511            0      157.219        0.037      119.979
      319        0.274        2.470            0      156.522        0.471      118.143
      320        0.220        2.507            0      157.013        0.080      121.686
      321        0.207        2.474            0      155.931        0.013      117.580
      322        0.077        2.483            0      156.358        0.201      118.155
      323        0.227        2.508            0      157.829        0.282      120.339
      324        0.169        2.497            0      155.938        0.217      120.203
      325        0.169        2.470            0      155.004        0.000      119.561
      326        0.124        2.493            0      157.202        1.419      118.878
      327        0.187        2.474            0      155.733        0.675      118.018
      328        0.158        2.475            0      156.271        0.095      117.102
      329        0.082        2.496            0      156.994        1.628      118.981
      330        0.122        2.506            0      157.069        0.000      118.509
      331        0.206        2.478            0      156.132        0.000      118.199
      332        0.221        2.479            0      156.276        0.174      118.063
      333        0.094        2.493            0      156.159        0.858      119.412
      334        0.138        2.494            0      157.426        0.131      120.065
      335        0.266        2.492            0      156.770        0.516      120.887
      336        0.254        2.466            0      156.133        0.000      117.986
      337        0.171        2.513            0      157.105        0.450      122.147
      338        0.229        2.476            0      156.276        0.000      118.653
      339        0.228        2.471            0      155.506        0.606      118.378
      340        0.116        2.508            0      157.684        1.073      119.591
      341        0.111        2.472            0      156.076        0.209      119.281
      342        0.136        2.507            0      156.951        0.155      120.967
      343        0.328        2.464            0      156.329        0.944      120.371
      344        0.158        2.484            0      156.435        5.705      119.328
      345        0.185        2.471            0      155.811        0.442      118.217
      346        0.189        2.492            0      156.312        0.297      121.982
      347        0.222        2.496            0      156.533        0.330      119.742
      348        0.128        2.495            0      156.808        0.319      118.496
      349        0.182        2.510            0      157.206        0.910      117.775
      350        0.186        2.479            0      156.043        1.054      116.973
      351        0.228        2.483            0      156.722        1.075      119.961
      352        0.130        2.504            0      156.820        0.087      118.689
      353        0.264        2.496            0      156.649        0.255      118.226
      354        0.208        2.489            0      157.432        0.000      117.644
      355        0.218        2.472            0      155.779        2.818      121.257
      356        0.263        2.496            0      157.445        0.018      120.399
      357        0.131        2.487            0      156.563        0.382      117.559
      358        0.162        2.516            0      157.227        0.074      120.951
      359        0.135        2.479            0      155.934        0.000      118.404
      360        0.139        2.468            0      155.752        0.310      118.884
      361        0.245        2.488            0      156.851        1.040      116.415
      362        0.227        2.508            0      157.710        0.053      119.446
      363        0.157        2.494            0      156.114        0.476      118.168
      364        0.221        2.490            0      156.437        1.259      118.734
      365        0.249        2.474            0      155.830        0.008      119.427
      366        0.279        2.486            0      156.472        0.000      120.513
      367        0.149        2.477            0      156.111        0.000      117.771
      368        0.110        2.493            0      156.099        0.471      116.461
      369        0.136        2.489            0      155.936        0.204      118.777
      370        0.290        2.471            0      156.130        0.057      118.737
      371        0.173        2.482            0      156.258        0.388      117.700
      372        0.256        2.471            0      154.773        0.000      121.562
      373        0.304        2.476            0      156.806        0.492      119.571
      374        0.274        2.476            0      156.218        0.192      118.157
      375        0.241        2.493            0      156.129        0.000      119.760
      376        0.255        2.482            0      156.814        0.000      117.918
      377        0.179        2.485            0      156.615        0.185      118.385
      378        0.183        2.497            0      156.446        0.362      120.008
      379        0.217        2.511            0      157.140        0.000      121.780
      380        0.214        2.477            0      155.634        0.688      120.242
      381        0.197        2.445            0      154.436        0.000      117.724
      382        0.142        2.487            0      156.186        0.000      119.500
      383        0.174        2.471            0      155.477        0.248      118.776
      384        0.134        2.487            0      156.357        0.000      116.853
      385        0.128        2.509            0      156.895        0.025      119.034
      386        0.143        2.507            0      158.095        2.990      116.824
      387        0.234        2.490            0      156.895        1.043      118.977
      388        0.252        2.480            0      156.093        0.027      119.526
      389        0.161        2.500            0      156.643        0.000      119.129
      390        0.278        2.472            0      156.027        1.861      120.624
      391        0.205        2.466            0      155.930        0.012      118.652
      392        0.201        2.493            0      156.683        2.417      119.211
      393        0.136        2.477            0      156.501        1.440      118.808
      394        0.198        2.479            0      156.580        1.016      118.239
      395        0.171        2.495            0      156.626        0.726      119.301
      396        0.210        2.464            0      155.427        0.040      118.545
      397        0.207        2.504            0      156.843        0.228      118.281
      398        0.231        2.464            0      155.912        0.000      118.901
      399        0.204        2.479            0      156.345        0.000      120.290
      400        0.170        2.487            0      155.946        0.172      118.452
      401        0.232        2.484            0      156.342        0.013      120.322
      402        0.174        2.491            0      156.822        0.000      118.432
      403        0.158        2.495            0      156.583        0.260      118.599
      404        0.115        2.494            0      156.856        0.107      121.111
      405        0.311        2.456            0      155.758        0.000      120.353
      406        0.186        2.492            0      156.203        0.000      119.992
      407        0.112        2.483            0      155.958        0.235      118.769
      408        0.186        2.458            0      154.996        1.352      116.395
      409        0.220        2.493            0      156.970        0.357      118.712
      410        0.219        2.491            0      156.508        0.000      119.183
      411        0.236        2.461            0      155.985        0.036      119.099
      412        0.154        2.497            0      156.634        0.022      120.893
      413        0.131        2.468            0      155.393        0.005      117.500
      414        0.222        2.459            0      155.614        0.000      119.356
      415        0.155        2.503            0      157.672        0.176      120.112
      416        0.179        2.451            0      155.025        0.000      117.459
      417        0.144        2.482            0      155.763        0.000      118.703
      418        0.145        2.498            0      156.764        0.276      120.148
      419        0.128        2.491            0      156.044        0.000      118.929
      420        0.141        2.509            0      156.804        0.127      121.455
      421        0.134        2.511            0      157.383        0.058      118.864
      422        0.223        2.488            0      156.640        0.000      119.528
      423        0.218        2.467            0      155.328        0.112      118.356
      424        0.192        2.478            0      156.583        0.000      118.340
      425        0.183        2.474            0      155.931        0.147      118.295
      426        0.254        2.480            0      156.016        0.043      118.065
      427        0.215        2.505            0      157.308        0.056      120.178
      428        0.124        2.476            0      156.885        0.155      117.622
      429        0.277        2.471            0      155.867        0.371      119.959
      430        0.156        2.476            0      155.910        0.066      119.406
      431        0.179        2.508            0      156.893        2.791      120.141
      432        0.145        2.488            0      156.113        0.307      120.198
      433        0.169        2.481            0      156.047        0.000      120.471
      434        0.168        2.485            0      156.055        0.262      117.689
      435        0.206        2.496            0      155.848        0.000      121.155
      436        0.255        2.458            0      155.621        0.398      119.036
      437        0.129        2.495            0      156.745        0.334      118.944
      438        0.244        2.487            0      157.352        0.000      119.004
      439        0.276        2.508            0      157.744        0.683      118.912
      440        0.118        2.496            0      157.501        0.068      117.996
      441        0.294        2.504            0      156.870        0.595      121.131
      442        0.250        2.467            0      155.936        0.000      118.183
      443        0.257        2.476            0      156.248        0.049      118.448
      444        0.087        2.477            0      156.639        0.000      117.738
      445        0.177        2.472            0      155.365        0.294      117.758
      446        0.242        2.490            0      156.304        0.000      119.224
      447        0.196        2.513            0      157.055        0.000      119.784
      448        0.155        2.510            0      156.941        0.077      119.064
      449        0.235        2.503            0      157.062        0.311      122.175
      450        0.206        2.475            0      156.074        0.544      118.915
      451        0.268        2.491            0      156.585        0.745      117.609
      452        0.114        2.499            0      157.003        0.000      118.378
      453        0.189        2.508            0      157.271        0.000      120.514
      454        0.190        2.501            0      157.106        0.414      118.530
      455        0.244        2.506            0      157.198        0.000      118.349
      456        0.118        2.484            0      155.263        0.000      119.981
      457        0.212        2.507            0      157.491        0.000      119.183
      458        0.226        2.471            0      155.361        0.000      117.741
      459        0.201        2.497            0      156.604        0.162      118.541
      460        0.188        2.470            0      155.445        0.165      120.353
      461        0.238        2.511            0      157.463        0.104      121.105
      462        0.072        2.493            0      155.911        0.000      121.876
      463        0.231        2.472            0      156.007        0.710      118.327
      464        0.128        2.498            0      157.231        0.000      117.794
      465        0.140        2.474            0      156.165        0.000      118.999
      466        0.110        2.483            0      156.249        0.042      119.026
      467        0.277        2.469            0      155.810        0.315      120.255
      468        0.269        2.456            0      155.654        0.042      117.354
      469        0.096        2.495            0      157.011        0.000      119.147
      470        0.260        2.472            0      156.297        0.000      117.227
      471        0.248        2.498            0      157.088        0.000      119.683
      472        0.094        2.498            0      157.040        0.152      119.142
      473        0.215        2.510            0      156.685        0.028      119.757
      474        0.121        2.488            0      156.511        0.118      118.355
      475        0.217        2.472            0      155.232        0.326      120.282
      476        0.122        2.492            0      156.382        0.000      120.403
      477        0.145        2.464            0      155.380        0.224      118.355
      478        0.275        2.501            0      157.174        0.126      121.667
      479        0.161        2.480            0      156.108        0.466      118.712
      480        0.229        2.495            0      156.177        0.000      119.888
      481        0.125        2.477            0      155.497        0.000      120.214
      482        0.177        2.473            0      155.493        0.062      118.279
      483        0.196        2.499            0      157.150        0.000      117.400
      484        0.245        2.483            0      156.265        0.000      118.943
      485        0.204        2.492            0      155.981        0.095      119.901
      486        0.175        2.507            0      156.963        0.241      118.188
      487        0.183        2.493            0      156.649        0.000      117.646
      488        0.158        2.481            0      155.988        0.000      118.317
      489        0.225        2.491            0      156.724        0.120      118.237
      490        0.163        2.485            0      156.411        0.051      117.938
      491        0.155        2.525            0      157.018        0.200      122.007
      492        0.240        2.463            0      154.874        0.000      119.235
      493        0.109        2.510            0      157.495        0.000      120.544
      494        0.229        2.480            0      156.021        0.033      118.762
      495        0.212        2.486            0      156.737        0.133      119.889
      496        0.257        2.482            0      156.251        0.003      120.333
      497        0.185        2.506            0      156.852        0.058      119.771
      498        0.141        2.490            0      156.793        0.000      118.875
      499        0.144        2.475            0      155.683        0.000      119.635
      500        0.167        2.466            0      155.726        0.000      117.960
      501        0.223        2.475            0      156.023        0.463      117.999
      502        0.159        2.481            0      155.632        0.000      119.386
      503        0.242        2.505            0      157.796        0.160      119.648
      504        0.254        2.468            0      155.106        0.000      119.409
      505        0.209        2.494            0      156.610        0.726      121.577
      506        0.228        2.466            0      156.060        1.542      117.518
      507        0.144        2.488            0      156.233        0.000      119.210
      508        0.230        2.495            0      157.337        0.000      117.812
      509        0.147        2.483            0      156.288        0.000      118.090
      510        0.250        2.479            0      156.241        0.009      121.397
      511        0.128        2.504            0      157.159        0.000      118.883
      512        0.243        2.490            0      156.578        0.000      119.197
      513        0.149        2.495            0      156.311        0.000      119.056
      514        0.187        2.479            0      156.085        0.000      119.058
      515        0.204        2.491            0      157.088        0.299      119.357
      516        0.182        2.459            0      155.297        0.927      116.763
      517        0.159        2.484            0      156.727        0.000      117.466
      518        0.207        2.471            0      156.783        0.310      117.297
      519        0.159        2.490            0      156.587        0.000      119.498
      520        0.238        2.500            0      157.740        1.081      117.381
      521        0.175        2.492            0      156.565        0.000      120.830
      522        0.294        2.475            0      156.464        0.000      119.193
      523        0.098        2.483            0      156.143        0.386      118.566
      524        0.204        2.472            0      155.333        0.000      117.417
      525        0.242        2.486            0      156.419        0.000      119.481
      526        0.092        2.501            0      156.297        0.000      120.193
      527        0.160        2.509            0      157.469        1.168      118.144
      528        0.224        2.487            0      156.445        0.196      119.774
      529        0.276        2.481            0      156.691        0.860      118.841
      530        0.211        2.463            0      155.948        0.265      119.877
      531        0.164        2.509            0      157.042        1.568      121.769
      532        0.161        2.492            0      156.747        0.200      118.356
      533        0.093        2.460            0      155.008        0.079      120.446
      534        0.212        2.475            0      156.000        0.131      119.551
      535        0.111        2.500            0      157.520        0.000      117.416
      536        0.220        2.504            0      156.710        0.578      120.986
      537        0.226        2.491            0      156.115        0.159      119.739
      538        0.139        2.503            0      157.190        1.126      117.918
      539        0.118        2.491            0      156.403        0.018      118.316
      540        0.068        2.484            0      155.926        0.174      120.975
      541        0.120        2.515            0      157.089        0.617      120.522
      542        0.242        2.486            0      156.888        0.400      119.109
      543        0.175        2.518            0      158.477        0.660      120.737
      544        0.179        2.501            0      157.443        0.000      119.150
      545        0.187        2.508            0      156.848        0.108      120.230
      546        0.140        2.464            0      155.540        1.195      117.307
      547        0.171        2.495            0      156.571        0.043      117.638
      548        0.193        2.487            0      156.703        2.706      118.924
      549        0.194        2.491            0      156.653        0.243      119.287
      550        0.127        2.517            0      157.074        0.064      120.761
      551        0.201        2.495            0      156.790        0.326      119.480
      552        0.214        2.470            0      155.730        1.301      118.226
      553        0.098        2.475            0      155.350        1.372      119.665
      554        0.174        2.493            0      157.092        2.440      118.669
      555        0.125        2.471            0      156.435        0.057      116.916
      556        0.193        2.482            0      156.088        0.000      118.747
