  Frame         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      553        0.196        3.383            0      233.539        1.678      114.893
      554        0.152        3.378            0      231.175        0.766      116.832
      555        0.172        3.319            0      230.540        0.000      114.332
      556        0.234        3.361            0      232.351        0.220      114.453
      557        0.179        3.362            0      232.100        0.984      111.410
      558        0.174        3.339            0      230.970        3.260      112.114
      559        0.152        3.371            0      232.235        0.005      116.128
      560        0.231        3.449            0      233.329        0.172      112.803
      561        0.226        3.464            0      235.380        1.475      118.037
      562        0.233        3.355            0      232.046        1.851      117.327
      563        0.151        3.414            0      234.267        0.672      115.870
      564        0.197        3.361            0      232.771        0.524      113.270
      565        0.206        3.349            0      231.806        0.061      113.972
      566        0.181        3.402            0      233.436        1.914      113.768
      567        0.150        3.367            0      231.885        0.613      114.134
      568        0.419        3.477            0      234.377        0.615      111.239
      569        0.164        3.397            0      234.537        0.000      114.397
      570        0.133        3.418            0      233.643        0.470      114.093
      571        0.168        3.345            0      231.672        1.622      113.471
      572        0.164        3.415            0      233.626        0.383      114.804
      573        0.157        3.369            0      232.021        0.265      114.086
      574        0.136        3.364            0      232.494        0.000      113.111
      575        0.262        3.443            0      233.630        0.948      110.920
      576        0.149        3.405            0      233.165        1.772      114.711
      577        0.163        3.386            0      234.572        0.785      113.008
      578        0.125        3.390            0      233.226        0.828      114.417
      579        0.199        3.344            0      231.588        1.860      115.815
      580        0.388        3.445            0      232.190        0.701      112.994
      581        0.244        3.327            0      230.910        2.469      113.989
      582        0.494        3.501            0      233.386        0.000      110.550
      583        0.184        3.348            0      232.791        0.159      110.937
      584        0.163        3.383            0      231.931        3.100      116.526
      585        0.169        3.354            0      230.705        0.110      114.182
      586        0.232        3.313            0      231.148        0.659      114.533
      587        0.204        3.486            0      236.383        0.318      114.052
      588        0.195        3.410            0      234.098        1.378      120.283
      589        0.148        3.396            0      232.568        0.000      116.195
      590        0.220        3.319            0      231.647        1.354      113.945
      591        0.161        3.423            0      232.848        0.511      112.999
      592        0.129        3.431            0      234.652        0.589      111.296
      593        0.309        3.294            0      230.682        0.272      115.544
      594        0.129        3.367            0      232.119        3.401      115.717
      595        0.179        3.325            0      230.823        0.556      114.257
      596        0.117        3.361            0      231.946        0.011      114.516
      597        0.142        3.382            0      230.941        1.602      116.163
      598        0.165        3.376            0      232.081        1.215      114.041
      599        0.171        3.356            0      231.973        0.033      116.767
      600        0.182        3.411            0      234.891        0.171      117.805
      601        0.189        3.382            0      231.982        0.849      118.445
      602        0.488        3.525            0      235.320        0.853      117.877
      603        0.192        3.310            0      230.221        0.618      113.956
      604        0.249        3.349            0      231.197        0.097      116.914
      605        0.189        3.409            0      233.528        0.190      114.669
      606        0.178        3.434            0      233.179        1.702      118.069
      607        0.126        3.420            0      234.552        0.415      114.658
      608        0.127        3.359            0      231.158        1.299      113.814
      609        0.102        3.372            0      231.861        0.360      112.117
      610        0.129        3.394            0      232.445        0.037      114.471
      611        0.122        3.361            0      230.529        0.241      113.612
      612        0.210        3.354            0      233.221        3.120      114.939
      613        0.201        3.334            0      230.929        1.052      113.991
      614        0.181        3.335            0      230.894        0.075      112.894
      615        0.182        3.413            0      233.909        0.150      116.451
      616        0.454        3.487            0      234.472        0.391      116.094
      617        0.180        3.398            0      232.245        1.039      116.144
      618        0.167        3.334            0      231.488        1.712      114.713
      619        0.197        3.407            0      233.239        0.333      117.343
      620        0.240        3.363            0      233.242        0.706      117.277
      621        0.250        3.312            0      229.537        0.661      122.359
      622        0.163        3.415            0      233.044        1.087      116.121
      623        0.167        3.389            0      233.306        2.085      115.533
      624        0.151        3.352            0      231.586        0.758      113.829
      625        0.400        3.468            0      233.799        1.350      116.883
      626        0.208        3.400            0      231.543        0.943      113.073
      627        0.220        3.397            0      231.396        1.075      115.590
      628        0.096        3.376            0      232.184        0.000      113.235
      629        0.197        3.358            0      230.191        1.069      115.278
      630        0.161        3.403            0      233.974        1.273      112.528
      631        0.138        3.369            0      232.429        1.295      114.956
      632        0.130        3.381            0      232.775        1.064      115.948
      633        0.166        3.406            0      232.207        2.175      117.714
      634        0.151        3.414            0      234.369        2.874      117.523
      635        0.216        3.416            0      233.977        1.022      114.815
      636        0.132        3.351            0      230.915        2.028      114.022
      637        0.260        3.352            0      233.948        0.913      114.321
      638        0.184        3.393            0      232.585        0.910      114.340
      639        0.206        3.323            0      229.496        2.453      116.590
      640        0.193        3.338            0      231.886        0.563      112.383
      641        0.218        3.359            0      232.657        0.318      117.532
      642        0.208        3.376            0      232.994        0.076      114.297
      643        0.322        3.289            0      230.137        0.234      116.120
      644        0.158        3.421            0      235.519        1.228      115.888
      645        0.147        3.399            0      234.393        0.000      111.264
      646        0.176        3.408            0      234.324        0.000      110.445
      647        0.191        3.463            0      234.975        0.294      115.440
      648        0.464        3.534            0      235.596        0.000      115.777
      649        0.429        3.538            0      236.054        0.000      116.021
      650        0.145        3.400            0      231.835        0.223      113.994
      651        0.187        3.292            0      231.522        0.000      112.724
      652        0.156        3.395            0      232.737        0.467      117.437
      653        0.130        3.363            0      230.876        0.000      110.514
      654        0.189        3.326            0      229.825        0.000      115.770
      655        0.497        3.530            0      234.390        1.168      113.060
      656        0.653        3.536            0      235.705        0.000      115.275
      657        0.220        3.474            0      236.191        0.000      110.688
      658        0.612        3.585            0      237.873        1.115      116.341
      659        0.206        3.362            0      231.398        0.000      115.623
      660        0.260        3.346            0      232.059        0.707      114.321
      661        0.191        3.404            0      233.171        0.000      115.679
      662        0.137        3.441            0      233.362        0.000      113.819
      663        0.136        3.375            0      231.700        0.000      116.867
      664        0.247        3.303            0      230.447        1.111      113.680
      665        0.156        3.382            0      233.294        0.031      115.893
      666        0.104        3.374            0      231.915        1.113      109.362
      667        0.193        3.391            0      231.912        0.000      114.290
      668        0.194        3.338            0      230.819        0.000      113.124
      669        0.197        3.339            0      232.355        2.092      112.760
      670        0.262        3.312            0      232.407        0.408      113.089
      671        0.178        3.347            0      231.731        0.499      113.404
      672        0.125        3.377            0      231.616        2.398      112.704
      673        0.206        3.335            0      231.776        0.121      115.571
      674        0.195        3.366            0      231.558        0.522      117.614
      675        0.153        3.363            0      232.938        0.000      112.900
      676        0.123        3.391            0      233.318        1.820      113.974
      677        0.225        3.352            0      230.475        0.013      115.471
      678        0.170        3.327            0      230.977        0.067      112.896
      679        0.253        3.284            0      230.559        0.000      113.082
      680        0.137        3.411            0      233.788        0.000      112.781
      681        0.267        3.292            0      230.234        0.000      117.051
      682        0.364        3.480            0      234.388        4.828      114.382
      683        0.174        3.406            0      231.997        0.666      118.776
      684        0.185        3.351            0      231.405        1.958      115.897
      685        0.136        3.393            0      231.995        1.685      113.960
      686        0.169        3.426            0      234.405        0.148      116.921
      687        0.143        3.381            0      230.683        0.339      112.054
      688        0.218        3.327            0      229.483        0.000      115.016
      689        0.191        3.448            0      234.024        0.635      115.000
      690        0.138        3.412            0      233.028        0.218      112.995
      691        0.225        3.313            0      229.156        0.352      112.186
      692        0.238        3.343            0      230.800        0.000      117.726
      693        0.157        3.375            0      232.571        1.756      113.283
      694        0.164        3.391            0      233.095        0.000      111.652
      695        0.114        3.434            0      234.057        0.989      113.839
      696        0.162        3.391            0      231.992        1.056      115.140
      697        0.187        3.342            0      231.025        0.667      110.043
      698        0.175        3.396            0      233.990        0.702      116.101
      699        0.127        3.375            0      232.380        1.456      112.960
      700        0.146        3.403            0      233.999        1.263      116.161
      701        0.161        3.337            0      230.919        0.000      114.288
      702        0.365        3.459            0      233.323        0.000      115.563
      703        0.193        3.347            0      231.068        0.016      112.767
      704        0.150        3.361            0      233.251        0.000      111.839
      705        0.159        3.366            0      232.709        0.501      114.639
      706        0.418        3.483            0      233.977        1.707      114.434
      707        0.759        3.413            0      234.055        2.814      110.491
      708        0.792        3.321            0      230.261        0.728      114.500
      709        0.767        3.491            0      235.617        1.253      109.269
      710        0.772        3.430            0      232.403        2.100      112.431
      711        0.763        3.344            0      231.094        0.266      113.896
      712        0.832        3.485            0      233.296        1.281      109.166
      713        0.771        3.436            0      234.788        6.196      111.469
      714        0.784        3.497            0      236.962        1.911      109.067
      715        0.765        3.386            0      233.035        0.000      108.228
      716        0.875        3.511            0      236.471        0.966      111.018
      717        0.791        3.503            0      235.022        3.512      110.083
      718        0.857        3.520            0      235.222        1.516      108.787
      719        0.796        3.505            0      234.605        3.401      112.379
      720        0.817        3.545            0      235.929        5.262      109.028
      721        0.774        3.456            0      236.132        0.313      109.175
      722        0.799        3.452            0      234.440        0.068      107.516
      723        0.902        3.535            0      237.021        1.782      107.681
      724        0.766        3.377            0      232.262        1.225      111.436
      725        0.760        3.359            0      231.710        0.384      108.816
      726        0.777        3.319            0      230.573        0.173      114.376
      727        0.772        3.333            0      231.538        0.000      112.886
      728        0.775        3.447            0      235.311        0.922      111.981
      729        0.778        3.446            0      233.313        0.916      108.669
      730        0.780        3.463            0      233.718        0.401      104.987
      731        0.807        3.476            0      233.800        0.984      110.559
      732        0.773        3.468            0      235.200        0.712      113.874
      733        0.786        3.479            0      236.206        2.465      111.354
      734        0.760        3.376            0      231.974        1.308      112.033
      735        0.771        3.424            0      233.008        0.000      107.888
      736        0.758        3.396            0      232.968        2.496      114.058
      737        0.803        3.357            0      233.571        2.321      113.241
      738        0.774        3.377            0      234.293        0.031      111.189
      739        0.834        3.468            0      233.684        1.699      105.387
      740        0.838        3.506            0      234.111        0.993      106.179
      741        0.774        3.361            0      231.780        1.914      112.530
      742        0.773        3.431            0      233.237        2.720      113.528
      743        0.784        3.472            0      237.109        0.069      112.417
      744        0.780        3.389            0      232.088        0.000      111.706
      745        0.764        3.404            0      235.026        0.045      111.449
      746        0.754        3.447            0      233.171        0.790      108.427
      747        0.762        3.358            0      233.304        0.000      107.808
      748        0.767        3.402            0      232.841        0.054      112.986
      749        0.801        3.430            0      231.899        0.102      106.428
      750        0.787        3.461            0      233.425        1.974      109.654
      751        0.758        3.401            0      233.684        0.557      109.954
      752        0.740        3.441            0      232.868        0.372      112.665
      753        0.787        3.448            0      234.269        0.090      109.515
      754        0.771        3.470            0      234.352        0.000      109.419
      755        0.825        3.524            0      236.052        1.282      110.736
      756        0.781        3.465            0      234.567        2.770      107.719
      757        0.754        3.405            0      232.416        0.888      111.404
      758        0.764        3.418            0      233.566        0.397      113.400
      759        0.767        3.408            0      234.457        0.272      110.509
      760        0.823        3.495            0      235.713        0.271      111.061
      761        0.774        3.460            0      234.383        0.000      108.990
      762        0.780        3.350            0      233.990        0.007      109.015
      763        0.785        3.418            0      233.042        0.071      113.112
      764        0.783        3.455            0      234.706        2.244      108.355
      765        0.891        3.539            0      236.950        2.747      107.332
      766        0.751        3.440            0      234.050        0.437      113.217
      767        0.816        3.481            0      234.272        0.189      111.534
      768        0.753        3.416            0      235.082        1.265      109.770
      769        0.772        3.350            0      232.073        0.000      111.299
      770        0.752        3.370            0      231.498        0.361      109.016
      771        0.777        3.428            0      233.202        0.000      112.508
      772        0.772        3.407            0      232.886        0.565      112.052
      773        0.790        3.354            0      231.153        0.267      114.074
      774        0.851        3.537            0      235.326        0.250      111.867
      775        0.782        3.473            0      233.640        0.000      109.547
      776        0.762        3.376            0      229.981        0.891      112.158
      777        0.776        3.357            0      231.895        4.125      110.563
      778        0.808        3.472            0      233.864        0.028      107.551
      779        0.760        3.407            0      234.604        1.242      107.995
      780        0.770        3.343            0      229.946        0.000      113.042
      781        0.792        3.474            0      235.466        0.000      108.565
      782        0.822        3.514            0      236.108        0.577      106.365
      783        0.778        3.369            0      232.715        1.325      114.847
      784        0.771        3.439            0      235.125        0.823      108.654
      785        0.841        3.508            0      235.206        0.249      110.468
      786        0.778        3.394            0      233.350        0.000      110.909
      787        0.764        3.397            0      233.911        2.466      109.956
      788        0.818        3.478            0      234.533        2.768      109.268
      789        0.800        3.330            0      230.933        0.106      110.661
      790        0.775        3.499            0      235.697        0.677      111.570
      791        0.782        3.345            0      230.360        0.000      112.018
      792        0.867        3.494            0      233.447        2.241      107.613
      793        0.780        3.399            0      231.914        0.000      111.173
      794        0.783        3.447            0      234.291        0.000      111.129
      795        0.783        3.421            0      235.668        2.759      108.685
      796        0.822        3.503            0      234.604        2.093      107.540
      797        0.754        3.436            0      232.916        1.468      110.798
      798        0.798        3.446            0      233.395        0.070      109.983
      799        0.828        3.484            0      234.946        3.715      106.998
      800        0.770        3.343            0      230.173        0.253      108.720
      801        0.853        3.492            0      233.699        1.688      108.948
      802        0.821        3.502            0      234.814        0.000      109.250
      803        0.780        3.432            0      233.678        0.126      109.918
      804        0.772        3.467            0      235.735        0.278      107.714
      805        0.845        3.492            0      236.198        0.689      113.522
      806        0.772        3.393            0      232.691        0.000      112.445
      807        0.759        3.339            0      230.247        4.127      106.819
      808        0.774        3.399            0      232.991        2.487      109.436
      809        0.753        3.386            0      233.944        0.069      110.842
      810        0.779        3.441            0      235.116        0.000      110.130
      811        0.908        3.549            0      235.755        1.505      110.715
      812        0.828        3.496            0      235.726        0.359      108.670
      813        0.894        3.506            0      234.390        4.163      105.729
      814        0.802        3.475            0      234.217        1.637      109.339
      815        0.819        3.447            0      233.889        3.526      109.094
      816        0.778        3.465            0      235.963        2.785      106.562
      817        0.752        3.359            0      232.013        0.237      107.969
      818        0.768        3.387            0      233.482        0.366      108.465
      819        0.769        3.403            0      233.075        0.552      108.668
      820        0.771        3.343            0      232.502        7.085      112.190
      821        0.878        3.509            0      234.940        2.693      105.054
      822        0.760        3.370            0      232.022        0.316      109.168
      823        0.761        3.334            0      231.199        3.056      108.296
      824        0.877        3.515            0      234.244        1.169      108.101
      825        0.791        3.477            0      233.914        2.131      108.387
      826        0.768        3.372            0      232.502        2.896      111.257
      827        0.770        3.390            0      232.703        1.733      111.209
      828        0.832        3.522            0      235.398        0.543      109.576
      829        0.892        3.514            0      234.446        1.586      108.747
      830        0.760        3.463            0      234.457        0.505      109.367
      831        0.853        3.503            0      234.454        0.141      107.586
      832        0.770        3.374            0      229.435        0.144      113.206
      833        0.824        3.479            0      234.167        3.890      109.095
      834        0.824        3.482            0      233.941        0.950      108.768
      835        0.742        3.373            0      231.625        0.191      113.390
      836        0.771        3.432            0      232.447        0.161      109.253
      837        0.816        3.477            0      234.351        3.788      107.616
      838        0.832        3.500            0      235.253        2.892      106.811
      839        0.794        3.458            0      235.500        1.821      107.311
      840        0.763        3.360            0      231.406        2.692      111.807
      841        0.744        3.369            0      232.897        4.868      110.270
      842        0.839        3.520            0      234.823        0.267      110.375
      843        0.866        3.484            0      234.133        3.580      108.095
      844        0.841        3.481            0      233.070        0.857      108.573
      845        0.909        3.520            0      237.065        1.846      108.757
      846        0.795        3.462            0      234.012        1.032      113.003
      847        0.909        3.517            0      234.248        2.688      108.456
      848        0.822        3.500            0      235.078        4.094      106.235
      849        0.780        3.459            0      233.003        0.689      105.298
      850        0.767        3.429            0      234.889        1.020      110.842
      851        0.826        3.494            0      235.456        3.282      112.531
      852        0.836        3.550            0      237.315        5.361      109.885
      853        0.850        3.507            0      236.502        3.050      111.836
      854        0.783        3.432            0      234.654        0.086      112.042
      855        0.775        3.419            0      232.510        1.262      108.918
      856        0.775        3.364            0      231.766        0.000      111.608
      857        0.775        3.375            0      233.114        3.470      111.037
      858        0.790        3.452            0      233.343        0.967      111.982
      859        0.767        3.392            0      233.046        1.961      111.138
      860        0.736        3.408            0      233.210        1.277      111.293
      861        0.801        3.473            0      235.934        0.364      108.633
      862        0.948        3.555            0      236.774        6.384      111.431
      863        0.783        3.443            0      234.860        0.552      112.972
      864        0.873        3.541            0      236.235        3.431      108.231
      865        0.889        3.561            0      236.408        9.386      110.981
      866        0.769        3.388            0      232.294        0.593      111.903
      867        0.759        3.414            0      233.736        3.821      110.518
      868        0.982        3.523            0      235.571        4.526      109.923
      869        0.920        3.531            0      235.168        1.716      109.137
      870        0.908        3.518            0      235.928        2.171      106.551
      871        0.912        3.517            0      233.554        4.061      111.446
      872        0.771        3.457            0      233.398        0.040      110.144
      873        0.823        3.499            0      235.464        3.042      109.419
      874        0.877        3.531            0      236.949        3.488      110.336
      875        0.759        3.389            0      232.798        2.593      110.308
      876        0.947        3.534            0      237.068        1.912      107.208
      877        0.960        3.540            0      236.300        4.193      108.725
      878        0.887        3.569            0      236.994        1.528      109.391
      879        0.914        3.537            0      235.790        4.029      110.192
      880        0.881        3.517            0      235.085        0.294      109.467
      881        0.962        3.569            0      236.984        1.274      111.128
      882        0.797        3.476            0      235.381        1.354      108.559
      883        0.890        3.509            0      235.390        0.269      106.473
      884        0.855        3.479            0      234.918        3.706      107.306
      885        0.792        3.522            0      237.524        7.973      105.774
      886        0.838        3.529            0      236.320        3.276      109.147
      887        0.756        3.447            0      234.986        0.289      111.872
      888        0.762        3.356            0      230.933        0.078      110.740
      889        0.852        3.521            0      235.848        4.654      108.331
      890        0.780        3.373            0      232.527        1.977      111.164
      891        0.815        3.458            0      235.018        0.736      109.659
      892        0.800        3.431            0      233.994        0.151      116.804
      893        0.892        3.531            0      235.334        4.354      108.409
      894        0.844        3.533            0      236.250        6.298      111.202
      895        0.782        3.462            0      235.150        3.988      110.413
      896        0.757        3.418            0      233.453        0.731      110.595
      897        0.751        3.400            0      233.143        0.011      108.668
      898        0.804        3.478            0      233.431        1.697      109.028
      899        0.866        3.534            0      238.092        1.587      107.767
      900        0.817        3.497            0      234.652        0.000      109.530
      901        0.853        3.471            0      232.508        0.350      108.395
      902        0.788        3.453            0      232.356        2.547      112.492
      903        0.809        3.490            0      235.152        0.200      111.541
      904        0.357        3.474            0      233.540        1.555      117.166
      905        0.226        3.400            0      231.405        4.628      114.168
      906        0.175        3.354            0      231.385        2.229      113.431
      907        0.204        3.481            0      235.093        4.396      116.248
      908        0.301        3.316            0      230.544        3.056      118.654
      909        0.249        3.289            0      230.061        1.339      114.788
      910        0.144        3.354            0      231.764        2.998      115.779
      911        0.207        3.345            0      231.074        0.947      113.223
      912        0.222        3.316            0      230.109        2.758      113.541
      913        0.192        3.402            0      232.533        2.052      112.395
      914        0.504        3.346            0      231.563        0.392      120.481
      915        0.345        3.293            0      230.118        2.692      116.638
      916        0.226        3.346            0      229.896        2.583      118.183
      917        0.254        3.317            0      229.682        0.844      119.152
      918        0.149        3.382            0      231.932        1.487      116.106
      919        0.121        3.379            0      230.457        0.248      112.919
      920        0.198        3.331            0      230.248        0.769      116.705
      921        0.143        3.385            0      234.286        1.823      115.699
      922        0.183        3.414            0      231.706        1.927      112.111
      923        0.223        3.302            0      229.926        0.296      112.027
      924        0.223        3.366            0      231.571        1.790      116.253
      925        0.249        3.401            0      233.676        0.004      117.450
      926        0.262        3.309            0      229.012        0.000      112.917
      927        0.120        3.433            0      233.794        0.251      113.101
      928        0.156        3.405            0      232.612        1.262      113.748
      929        0.125        3.371            0      231.737        2.044      111.818
      930        0.179        3.435            0      234.214        0.000      114.772
      931        0.425        3.531            0      236.361        2.268      116.025
      932        0.131        3.390            0      233.123        0.103      114.363
      933        0.184        3.368            0      231.715        0.000      117.460
      934        0.473        3.503            0      234.398        0.631      116.194
      935        0.181        3.447            0      235.200        1.491      111.866
      936        0.153        3.435            0      234.787        3.521      110.057
      937        0.439        3.500            0      235.700        1.743      114.962
      938        0.174        3.385            0      232.610        0.003      114.808
      939        0.144        3.423            0      234.941        0.232      117.283
      940        0.153        3.359            0      231.638        0.494      111.162
      941        0.190        3.438            0      234.074        0.423      113.297
      942        0.167        3.390            0      232.893        0.335      117.926
      943        0.158        3.386            0      232.883        0.392      114.006
      944        0.195        3.347            0      231.370        0.092      112.954
      945        0.104        3.377            0      232.135        0.844      112.131
      946        0.177        3.397            0      231.258        1.568      119.405
      947        0.179        3.321            0      230.328        0.000      115.320
      948        0.154        3.431            0      232.683        4.935      112.011
      949        0.203        3.366            0      230.100        2.899      118.618
      950        0.424        3.530            0      236.157        0.570      112.087
      951        0.193        3.362            0      232.034        0.000      114.819
      952        0.186        3.356            0      230.421        1.912      116.878
      953        0.307        3.414            0      232.226        0.080      117.399
      954        0.204        3.394            0      234.180        1.623      111.481
      955        0.162        3.364            0      231.002        0.005      117.922
      956        0.135        3.397            0      231.832        2.078      112.103
      957        0.294        3.409            0      231.636        1.113      118.666
      958        0.165        3.349            0      230.973        1.677      114.987
      959        0.147        3.374            0      232.617        1.396      114.688
      960        0.164        3.356            0      232.666        0.983      113.618
      961        0.168        3.359            0      231.810        0.929      112.136
      962        0.224        3.434            0      232.487        2.626      109.175
      963        0.114        3.384            0      232.543        0.607      113.701
      964        0.145        3.355            0      232.491        1.476      108.264
      965        0.168        3.376            0      234.783        0.124      116.143
      966        0.116        3.403            0      233.377        2.494      112.035
      967        0.145        3.391            0      232.334        2.079      110.609
      968        0.118        3.386            0      231.946        1.058      113.839
      969        0.219        3.348            0      230.205        0.458      118.239
      970        0.219        3.351            0      231.920        0.000      117.208
      971        0.138        3.375            0      232.484        0.143      112.967
      972        0.139        3.402            0      233.264        0.593      115.258
      973        0.168        3.320            0      230.022        0.145      113.173
      974        0.315        3.295            0      230.746        0.000      116.925
      975        0.281        3.344            0      230.336        0.075      116.981
      976        0.236        3.357            0      230.612        0.160      113.517
      977        0.192        3.369            0      232.633        0.609      116.658
      978        0.163        3.409            0      234.347        0.235      113.687
      979        0.242        3.322            0      231.120        0.093      112.832
      980        0.123        3.417            0      233.891        0.000      115.681
      981        0.213        3.358            0      231.111        0.088      114.964
      982        0.196        3.363            0      231.003        0.112      116.725
      983        0.300        3.290            0      230.083        0.001      110.970
      984        0.201        3.312            0      230.671        0.182      113.225
      985        0.217        3.334            0      230.201        0.369      114.004
      986        0.316        3.299            0      230.474        0.210      115.700
      987        0.203        3.350            0      230.249        0.807      114.652
      988        0.190        3.350            0      232.000        0.000      116.186
      989        0.275        3.325            0      231.712        0.000      114.417
      990        0.196        3.464            0      234.635        2.445      111.535
      991        0.133        3.370            0      231.814        0.205      112.850
      992        0.171        3.388            0      234.502        0.000      115.420
      993        0.244        3.400            0      232.649        2.271      115.204
      994        0.166        3.347            0      232.386        0.420      117.091
      995        0.195        3.369            0      232.195        0.516      114.694
      996        0.217        3.369            0      231.718        1.762      114.108
      997        0.166        3.341            0      230.477        0.178      114.780
      998        0.126        3.373            0      229.314        1.439      115.593
      999        0.120        3.402            0      233.112        0.012      115.480
     1000        0.154        3.348            0      232.625        1.719      112.063
