title,r_psp_MMGBSA_dG_Bind,r_psp_MMGBSA_dG_Bind_Coulomb,r_psp_MMGBSA_dG_Bind_Covalent,r_psp_MMGBSA_dG_Bind_Hbond,r_psp_MMGBSA_dG_Bind_Lipo,r_psp_MMGBSA_dG_Bind_Packing,r_psp_MMGBSA_dG_Bind_SelfCont,r_psp_MMGBSA_dG_Bind_Solv_GB,r_psp_MMGBSA_dG_Bind_Solv_SA,r_psp_MMGBSA_dG_Bind_vdW,r_psp_Lig_Strain_Energy,r_psp_Lig_Strain_Coulomb,r_psp_Lig_Strain_Covalent,r_psp_Lig_Strain_Hbond,r_psp_Lig_Strain_Lipo,r_psp_Lig_Strain_Packing,r_psp_Lig_Strain_SelfCont,r_psp_Lig_Strain_Solv_GB,r_psp_Lig_Strain_Solv_SA,r_psp_Lig_Strain_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Complex_Energy,r_psp_Complex_Coulomb,r_psp_Complex_Covalent,r_psp_Complex_Hbond,r_psp_Complex_Lipo,r_psp_Complex_Packing,r_psp_Complex_SelfCont,r_psp_Complex_Solv_GB,r_psp_Complex_Solv_SA,r_psp_Complex_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Receptor_Energy,r_psp_Receptor_Coulomb,r_psp_Receptor_Covalent,r_psp_Receptor_Hbond,r_psp_Receptor_Lipo,r_psp_Receptor_Packing,r_psp_Receptor_SelfCont,r_psp_Receptor_Solv_GB,r_psp_Receptor_Solv_SA,r_psp_Receptor_vdW,r_psp_MMGBSA_dG_Bind(NS),r_psp_MMGBSA_dG_Bind(NS)_Coulomb,r_psp_MMGBSA_dG_Bind(NS)_Covalent,r_psp_MMGBSA_dG_Bind(NS)_Hbond,r_psp_MMGBSA_dG_Bind(NS)_Lipo,r_psp_MMGBSA_dG_Bind(NS)_Packing,r_psp_MMGBSA_dG_Bind(NS)_SelfCont,r_psp_MMGBSA_dG_Bind(NS)_Solv_GB,r_psp_MMGBSA_dG_Bind(NS)_Solv_SA,r_psp_MMGBSA_dG_Bind(NS)_vdW,r_psp_Rec_Strain_Energy,r_psp_Rec_Strain_Coulomb,r_psp_Rec_Strain_Covalent,r_psp_Rec_Strain_Hbond,r_psp_Rec_Strain_Lipo,r_psp_Rec_Strain_Packing,r_psp_Rec_Strain_SelfCont,r_psp_Rec_Strain_Solv_GB,r_psp_Rec_Strain_Solv_SA,r_psp_Rec_Strain_vdW,r_psp_Prime_MMGBSA_ligand_efficiency,r_psp_Prime_MMGBSA_ligand_efficiency_sa,r_psp_Prime_MMGBSA_ligand_efficiency_ln
5T8E - minimized 3397_control - minimized,-49.3841342669893,-10.1348125550758,2.00171577242872,-0.612508632293697,-16.1512748910537,-0.60094324366564,0.0,18.5245526643316,,-42.4108633816606,1.22737743402118,-0.121120968194067,2.00171577242995,0.0,-0.00261301056095276,0.0,0.0,0.0904790140691176,,-0.741083373722894,4.0221935151375,-11.769954673604,9.54513962959277,0.0,-0.759930457098471,0.0,0.0,-7.97930093568111,,14.9862399519283,-8826.32733034043,-8541.52999716135,3786.25945866403,-154.890826096651,-673.852679775813,-29.6947503912704,-27.9378833847824,-2409.02192053636,,-775.658731658238,4.0221935151375,-11.769954673604,9.54513962959277,0.0,-0.759930457098471,0.0,0.0,-7.97930093568111,,14.9862399519283,-8780.96538958858,-8519.62522993267,3774.712603262,-154.278317464357,-656.941474427661,-29.0938071476048,-27.9378833847824,-2419.56717226501,,-748.234108228506,-50.6115117010122,-10.0136915868825,-9.09494701772928e-13,-0.612508632293697,-16.1486618804928,-0.60094324366564,0.0,18.4340736502622,,-41.6697800079377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.59916496142049,-3.89874744213074,-12.5199387106314
5T8E - minimized 3397_control - minimized,-49.0607745277484,-6.51987724893843,0.373875577732633,-0.750853475513395,-17.2325367525297,-0.721428386275775,0.0,18.910948735705,,-43.1209029779234,1.14838177163898,0.990727027879219,0.373875577732489,0.0,0.0512353348882002,0.0,0.0,-0.212184782212702,,-0.0552713866482204,5.2338502944901,-13.5393611149905,11.3446479752619,0.0,-0.86950241582361,0.0,0.0,-7.37045604254608,,15.6685218925884,-8793.58055199414,-8654.19392807784,3712.35921282899,-148.482732916922,-680.900854038354,-28.9902414433852,-33.2405338551491,-2192.00175040557,,-768.129724085899,5.2338502944901,-13.5393611149905,11.3446479752619,0.0,-0.86950241582361,0.0,0.0,-7.37045604254608,,15.6685218925884,-8749.75362776088,-8634.13468971391,3700.64068927599,-147.731879441408,-662.798814870001,-28.2688130571094,-33.2405338551491,-2203.54224309873,,-740.677343000564,-50.2091562993883,-7.51060427681659,4.54747350886464e-13,-0.750853475513395,-17.2837720874179,-0.721428386275775,0.0,19.1231335179177,,-43.0656315912752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.58214602777623,-3.87321904166435,-12.4379600716034
5T8E - minimized 3397_control - minimized,-52.1174966307826,-16.8183178752915,1.72206615710138,-1.19055734804027,-15.7016755902097,-0.2501548115678,0.0,21.5531663883721,,-41.4320235511477,1.14687262895791,0.336625702891761,1.7220661571019,0.0,-0.0230035319518781,0.0,0.0,-0.0391138565803431,,-0.849701842503574,4.04448848610673,-11.769698020867,9.54278713708525,0.0,-0.759983129525379,0.0,0.0,-7.95778260129917,,14.9891651007131,-8887.61185443089,-8393.27132617696,3688.34968754741,-146.289070225609,-663.235132596178,-25.0134502898532,-34.0225864540288,-2472.05066400281,,-842.079312232859,4.04448848610673,-11.769698020867,9.54278713708525,0.0,-0.759983129525379,0.0,0.0,-7.95778260129917,,14.9891651007131,-8839.53884628622,-8364.6833102808,3677.08483425322,-145.098512877568,-646.773473876443,-24.7632954782854,-34.0225864540288,-2485.64604778988,,-815.636453782424,-53.2643692597412,-17.1549435781835,-4.54747350886464e-13,-1.19055734804027,-15.6786720582578,-0.2501548115678,0.0,21.5922802449522,,-40.5823217086441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.74302613846224,-4.11453920769337,-13.2129047770936
5T8E - minimized 3397_control - minimized,-56.0541308727297,-11.4226736629207,0.493756932772158,-0.662602614996217,-17.9184182248615,-0.717575535014745,0.0,16.9043005230187,,-42.7309182907254,1.69550105903237,-0.5148024273609,0.493756932772028,0.0,-0.0129154992814058,0.0,0.0,0.13819249360607,,1.59126955929655,4.02655589664357,-11.7737636588411,9.55351710838755,0.0,-0.761600579531314,0.0,0.0,-7.9774758584452,,14.9858788850736,-8838.63333581343,-8301.62438777456,3718.74502580278,-145.984592658483,-658.605324278404,-28.5462998507082,-39.4276944275346,-2587.14241935354,,-796.04764327298,4.02655589664357,-11.7737636588411,9.55351710838755,0.0,-0.761600579531314,0.0,0.0,-7.9774758584452,,14.9858788850736,-8786.60576083735,-8278.4279504528,3708.69775176162,-145.321990043486,-639.925305474011,-27.8287243156934,-39.4276944275346,-2596.06924401811,,-768.302603867328,-57.7496319317615,-10.9078712355604,0.0,-0.662602614996217,-17.9055027255802,-0.717575535014745,0.0,16.7661080294124,,-44.322187850022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.9502174143542,-4.4253261215313,-14.2109261085782
5T8E - minimized 3397_control - minimized,-54.9818592601114,-15.7353904840384,0.506931371701285,-0.729291378895425,-16.6074803212965,-0.537957022297078,0.0,21.2942547541393,,-43.1729261794259,0.839768487190724,-0.0258533568011963,0.50693137170134,0.0,0.00633125128645029,0.0,0.0,-0.0139032010911251,,0.366262422095261,4.0645303519413,-11.772177219885,9.54185726588531,0.0,-0.75957433120936,0.0,0.0,-7.93838151389205,,14.9928061510424,-8905.87214381399,-8452.68556567815,3709.05118048367,-147.508203338325,-678.029112662808,-25.5876250197415,-29.7960966433014,-2446.91659487675,,-834.400126078578,4.0645303519413,-11.772177219885,9.54185726588531,0.0,-0.75957433120936,0.0,0.0,-7.93838151389205,,14.9928061510424,-8854.95481490582,-8425.17799797423,3699.00239184609,-146.778911959429,-660.662058010302,-25.0496679974444,-29.7960966433014,-2460.272468117,,-806.220006050194,-55.821627747302,-15.7095371272371,0.0,-0.729291378895425,-16.613811572583,-0.537957022297078,0.0,21.3081579552304,,-43.5391886015211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.89378206632165,-4.34067309948248,-13.9390822244968
5T8E - minimized 3397_control - minimized,-48.8533353485072,-11.4124041946252,0.498091596864469,-0.659965990048192,-16.0951590458859,-0.402736554293437,0.0,20.5520566762484,,-41.333217836763,1.06871610490167,-0.404711892220405,0.498091596864679,0.0,-0.0387793324844169,0.0,0.0,0.162002336207394,,0.85211339653444,3.98454929206891,-11.771079703589,9.54809988321779,0.0,-0.760500535281499,0.0,0.0,-8.01690589778846,,14.9849355455101,-8838.72603505485,-8325.49781009541,3665.20421910699,-140.770665931004,-655.005000195684,-27.4043083605833,-43.2878461139535,-2524.86502370292,,-787.099599762282,3.98454929206891,-11.771079703589,9.54809988321779,0.0,-0.760500535281499,0.0,0.0,-8.01690589778846,,14.9849355455101,-8793.85724899841,-8302.3143261972,3655.15802762691,-140.110699940955,-638.149340614516,-27.0015718062899,-43.2878461139535,-2537.40017448138,,-760.75131747103,-49.9220514534099,-11.0076923024044,-4.54747350886464e-13,-0.659965990048192,-16.0563797134015,-0.402736554293437,0.0,20.3900543400409,,-42.1853312332973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.57122817623722,-3.85684226435584,-12.3853697842808
5T8E - minimized 3397_control - minimized,-49.8058906414135,-11.0636530017273,0.375509379077357,-0.454425310122701,-15.5924706683454,-0.721984295536551,0.0,18.38340833342,,-40.7322750781839,1.09504025665082,0.00842521286831754,0.375509379077769,0.0,-0.0126538174578767,0.0,0.0,-0.144049665427573,,0.867809147590162,5.40059195561176,-13.5364179627121,11.3530658876184,0.0,-0.870454387056152,0.0,0.0,-7.20111175540606,,15.6555101731676,-8861.18830111142,-8358.24648427738,3652.1508393985,-143.384273122532,-653.726138656978,-25.40061359986,-30.5416483872148,-2513.964131218,,-788.075851247971,5.40059195561176,-13.5364179627121,11.3530658876184,0.0,-0.870454387056152,0.0,0.0,-7.20111175540606,,15.6555101731676,-8816.78300242562,-8333.64641331294,3640.42226413181,-142.92984781241,-637.263213601577,-24.6786293043234,-30.5416483872148,-2525.14642779601,,-762.999086342954,-50.9009308980658,-11.0720782145963,-4.54747350886464e-13,-0.454425310122701,-15.5798168508876,-0.721984295536551,0.0,18.5274579988477,,-41.600084225774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.62136266533755,-3.93204399800633,-12.6268630100443
5T8E - minimized 3397_control - minimized,-52.8969670092683,-11.8636751713275,1.08482858883372,-1.10779237702636,-18.1506469509021,-0.805338397788788,0.0,21.935388609108,,-43.9897313101649,1.81327929012816,-0.16813805282189,1.08482858883339,0.0,-0.0199080813935244,0.0,0.0,-0.0229742998815681,,0.93947113539177,5.29323828648471,-13.5345918429238,11.3639925484639,0.0,-0.871054217991663,0.0,0.0,-7.30762725624965,,15.6425190551859,-8898.52830842832,-8484.8810493455,3657.05639029432,-148.69041399975,-660.929392752987,-22.3541773675232,-20.1907513808924,-2402.8594414446,,-815.679472431394,5.29323828648471,-13.5345918429238,11.3639925484639,0.0,-0.871054217991663,0.0,0.0,-7.30762725624965,,15.6425190551859,-8850.92457970554,-8459.48278233125,3644.60756915702,-147.582621622724,-641.907691584094,-21.5488389697344,-20.1907513808924,-2417.48720279746,,-787.332260176415,-54.7102462993953,-11.6955371185049,4.54747350886464e-13,-1.10779237702636,-18.1307388695086,-0.805338397788788,0.0,21.9583629089893,,-44.9292024455567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.78405089522465,-4.17607634283697,-13.4105172595285
5T8E - minimized 3397_control - minimized,-54.4780361899757,-11.6131647072762,1.20847141376544,-0.603611443403224,-17.7381553365432,-0.661594509426756,0.0,18.178230442029,,-43.2482120491231,1.85474264967301,-0.433284337012832,1.20847141376566,0.0,-0.0521561047244001,0.0,0.0,0.166225216675926,,0.965486460968652,3.90118637240596,-11.7698711918958,9.54455672740878,0.0,-0.760159339900511,0.0,0.0,-8.10062892004164,,14.9872890968352,-8816.67507346606,-8544.29613137857,3736.42993813324,-145.087364791405,-665.522053608115,-27.0118727653907,-31.047890202955,-2339.19681098154,,-800.942887871327,3.90118637240596,-11.7698711918958,9.54455672740878,0.0,-0.760159339900511,0.0,0.0,-8.10062892004164,,14.9872890968352,-8766.09822364849,-8520.9130954794,3725.67690999207,-144.483753348002,-647.023738931672,-26.3502782559639,-31.047890202955,-2349.27441250353,,-772.681964919039,-56.3327788396491,-11.1798803702641,-4.54747350886464e-13,-0.603611443403224,-17.6859992318188,-0.661594509426756,0.0,18.0120052253528,,-44.2136985100917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.8672650626303,-4.30089759394545,-13.8113522550901
5T8E - minimized 3397_control - minimized,-0.0489134898180055,-0.604169668869872,-0.00715009240775544,0.0,0.000176426907955829,0.0,0.0,0.562285240469464,,-5.53959196167852e-05,-0.0914047195566638,0.00259631259291737,-0.00715009240688325,0.0,0.000176426908036986,0.0,0.0,-0.0913298528620885,,0.00430248621133877,4.06225806441643,-11.7709432693826,9.55359111708291,0.0,-0.760344282393983,0.0,0.0,-7.93966954204484,,14.9796240411549,-8656.21269762047,-8165.68442575251,3773.7200338053,-146.726482333492,-643.195054328955,-25.4335498639678,-28.5597248265432,-2694.6415401739,,-725.691954146397,4.06225806441643,-11.7709432693826,9.55359111708291,0.0,-0.760344282393983,0.0,0.0,-7.93966954204484,,14.9796240411549,-8660.22604219507,-8153.30931281426,3764.17359278063,-146.726482333492,-642.434886473469,-25.4335498639678,-28.5597248265432,-2687.26415587233,,-740.671522791633,0.0424912297385163,-0.606765981462559,-9.09494701772928e-13,0.0,0.0,0.0,0.0,0.653615093331609,,-0.00435788213098931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.00257439420094766,-0.00386159130142149,-0.0124006202342981
