  Frame         RMSD         rGyr      intraHB        MolSA         SASA          PSA
       47        0.678        3.414            0      242.104        0.126      118.165
       48        0.651        3.474            0      243.680        1.479      118.384
       49        0.385        3.508            0      245.433        2.376      124.287
       50        0.503        3.457            0      240.122        0.000      116.030
       51        0.392        3.471            0      242.125        0.058      116.965
       52        0.476        3.465            0      242.856        0.658      116.381
       53        0.360        3.524            0      246.533        0.619      124.254
       54        0.510        3.458            0      242.141        0.345      114.854
       55        0.394        3.501            0      244.452        0.000      121.631
       56        0.483        3.408            0      239.363        0.000      114.399
       57        0.517        3.434            0      242.093        0.000      115.639
       58        0.448        3.467            0      242.630        0.000      116.022
       59        0.396        3.451            0      241.071        0.109      117.363
       60        0.421        3.474            0      242.085        0.000      115.951
       61        0.530        3.489            0      242.399        0.000      114.996
       62        0.600        3.481            0      241.754        0.000      118.449
       63        0.636        3.469            0      243.449        0.563      120.545
       64        0.471        3.457            0      242.993        0.000      118.819
       65        0.285        3.437            0      240.232        0.000      116.028
       66        0.372        3.430            0      242.193        0.012      116.773
       67        0.517        3.445            0      239.791        0.000      116.581
       68        0.385        3.473            0      241.908        0.000      121.005
       69        0.382        3.439            0      240.993        0.000      116.813
       70        0.380        3.430            0      239.875        0.000      114.241
       71        0.500        3.495            0      245.094        0.000      117.377
       72        0.550        3.419            0      238.857        0.184      111.412
       73        0.219        3.510            0      245.081        0.000      122.009
       74        0.654        3.480            0      243.090        0.000      121.631
       75        0.719        3.454            0      241.359        0.051      119.945
       76        0.580        3.458            0      244.941        0.146      119.786
       77        0.471        3.428            0      244.377        0.000      123.181
       78        0.584        3.467            0      244.385        0.175      123.747
       79        0.403        3.459            0      243.777        0.000      120.392
       80        0.625        3.397            0      241.432        0.000      113.254
       81        0.621        3.433            0      243.644        0.034      123.275
       82        0.475        3.469            0      241.849        0.045      115.235
       83        0.544        3.425            0      242.380        3.676      119.955
       84        0.337        3.457            0      242.382        0.343      116.812
       85        0.388        3.471            0      243.155        0.725      120.934
       86        0.547        3.485            0      244.386        3.545      121.732
       87        0.618        3.429            0      244.244        1.448      127.855
       88        0.619        3.425            0      241.569        1.361      114.797
       89        0.571        3.483            0      242.804        1.286      117.025
       90        0.608        3.404            0      241.976        1.424      117.722
       91        0.606        3.441            0      242.191        0.478      122.899
       92        0.695        3.435            0      241.674        3.207      117.599
       93        0.501        3.468            0      243.405        1.667      116.421
       94        0.662        3.441            0      243.581        2.032      124.129
       95        0.718        3.457            0      242.221        1.038      118.972
       96        0.466        3.442            0      242.690        2.351      118.287
       97        0.583        3.459            0      241.214        0.540      115.607
       98        0.554        3.433            0      243.189        0.406      120.299
       99        0.418        3.384            0      243.532        1.100      116.122
      100        0.579        3.443            0      242.539        0.859      115.065
      101        0.505        3.418            0      241.699        8.194      117.784
      102        0.474        3.395            0      244.517        4.211      125.766
      103        0.687        3.471            0      244.032        1.358      122.049
      104        0.648        3.456            0      241.460        0.570      117.588
      105        0.560        3.429            0      241.232        0.000      122.094
      106        0.733        3.464            0      240.465        0.882      113.081
      107        0.719        3.497            0      244.087        0.668      117.969
      108        0.531        3.481            0      244.367        2.086      121.363
      109        0.642        3.448            0      243.172        1.060      116.467
      110        0.746        3.433            0      240.199        0.000      117.806
      111        0.611        3.497            0      245.577        1.402      120.817
      112        0.649        3.452            0      243.809        1.359      118.247
      113        0.311        3.418            0      244.479        0.000      120.690
      114        0.511        3.480            0      245.463        0.328      120.840
      115        0.641        3.469            0      244.669        3.031      119.077
      116        0.396        3.547            0      245.262        0.301      122.419
      117        0.501        3.406            0      243.436        0.415      126.999
      118        0.481        3.404            0      240.398        0.469      116.764
      119        0.345        3.452            0      244.242        1.986      120.051
      120        0.315        3.412            0      240.050        1.125      118.384
      121        0.505        3.459            0      244.962        0.768      121.606
      122        0.581        3.436            0      240.591        3.390      116.278
      123        0.677        3.489            0      243.365        1.982      121.300
      124        0.737        3.453            0      243.573        1.791      121.784
      125        0.484        3.439            0      241.443        2.342      119.239
      126        0.559        3.428            0      242.039        2.824      123.396
      127        0.671        3.418            0      243.007        1.321      121.563
      128        0.594        3.458            0      245.610        0.184      122.127
      129        0.528        3.480            0      243.438        2.584      120.466
      130        0.452        3.453            0      241.714        5.678      120.843
      131        0.610        3.440            0      239.969        4.460      116.905
      132        0.598        3.466            0      241.969        2.501      117.417
      133        0.712        3.445            0      243.305        1.198      121.993
      134        0.545        3.483            0      243.935        4.473      121.869
      135        0.694        3.411            0      240.598        0.661      116.451
      136        0.758        3.504            0      241.672        2.153      115.602
      137        0.609        3.440            0      243.121        0.000      119.408
      138        0.527        3.457            0      241.673        3.243      119.998
      139        0.639        3.496            0      244.971        0.468      123.051
      140        0.538        3.479            0      241.557        0.743      118.441
      141        0.711        3.429            0      242.903        2.527      120.558
      142        0.589        3.459            0      239.177        3.177      114.596
      143        0.704        3.486            0      245.578        1.157      120.147
      144        0.548        3.446            0      242.986        1.059      119.347
      145        0.562        3.434            0      241.752        0.984      118.281
      146        0.635        3.454            0      243.123        3.344      120.327
      147        0.691        3.460            0      242.836        3.382      122.202
      148        0.624        3.436            0      243.178        2.965      123.523
      149        0.521        3.444            0      242.446        4.166      121.608
      150        0.708        3.451            0      241.395        1.495      115.267
      151        0.565        3.444            0      241.820        1.641      121.261
      152        0.446        3.448            0      241.533        0.758      120.435
      153        0.577        3.439            0      240.362        1.529      117.320
      154        0.634        3.459            0      243.201        0.539      122.039
      155        0.613        3.451            0      241.288        2.581      119.366
      156        0.652        3.506            0      245.294        2.408      120.466
      157        0.595        3.447            0      243.252        4.787      121.949
      158        0.694        3.482            0      245.073        2.678      125.714
      159        0.658        3.488            0      245.035        0.813      120.712
      160        0.733        3.503            0      243.275        1.351      118.593
      161        0.591        3.466            0      241.684        3.565      119.249
      162        0.532        3.456            0      242.278        2.759      120.572
      163        0.763        3.420            0      243.277        3.001      121.969
      164        0.616        3.449            0      242.657        4.590      118.723
      165        0.541        3.484            0      243.469        0.024      120.990
      166        0.517        3.398            0      240.149        2.321      120.414
      167        0.841        3.411            0      239.294        0.898      116.194
      168        0.707        3.486            0      243.282        0.956      117.646
      169        0.737        3.419            0      242.085        3.196      120.160
      170        0.516        3.426            0      242.954        3.453      119.923
      171        0.549        3.466            0      242.325        2.502      118.181
      172        0.719        3.414            0      239.710        3.351      116.220
      173        0.657        3.462            0      241.762        3.234      116.430
      174        0.607        3.400            0      244.491        0.551      119.653
      175        0.672        3.501            0      241.036        2.863      114.010
      176        0.765        3.464            0      246.627        5.168      123.715
      177        0.627        3.478            0      244.614        1.811      123.257
      178        0.546        3.503            0      244.272        0.753      123.726
      179        0.712        3.480            0      242.503        0.620      117.278
      180        0.737        3.451            0      241.636        3.270      122.692
      181        0.619        3.445            0      246.299        3.667      125.179
      182        0.593        3.450            0      241.348        1.842      118.503
      183        0.600        3.465            0      242.906        0.063      117.852
      184        0.726        3.433            0      244.702        0.945      123.696
      185        0.554        3.461            0      243.870        0.319      121.364
      186        0.683        3.424            0      243.939        2.871      121.431
      187        0.532        3.421            0      241.527        3.879      120.294
      188        0.755        3.461            0      245.122        0.222      126.431
      189        0.494        3.454            0      240.475        2.313      118.707
      190        0.681        3.443            0      244.129        0.496      118.849
      191        0.657        3.433            0      243.449        3.274      127.031
      192        0.709        3.477            0      246.949        2.039      122.117
      193        0.682        3.453            0      240.824        1.680      121.032
      194        0.522        3.481            0      243.573        0.374      125.351
      195        0.610        3.475            0      243.807        3.160      116.974
      196        0.549        3.453            0      242.737        1.216      119.388
      197        0.531        3.462            0      243.028        0.526      121.155
      198        0.543        3.435            0      242.930        0.159      120.154
      199        0.680        3.429            0      241.697        2.069      119.159
      200        0.772        3.495            0      242.794        0.192      116.201
      201        0.571        3.474            0      244.607        0.702      121.363
      202        0.583        3.457            0      240.539        0.834      118.801
      203        0.582        3.462            0      241.700        1.534      118.819
      204        0.716        3.416            0      245.093        0.000      125.898
      205        0.720        3.438            0      241.944        1.691      117.481
      206        0.574        3.458            0      240.741        1.909      116.996
      207        0.695        3.429            0      242.284        2.281      118.888
      208        0.667        3.426            0      242.400        1.210      123.626
      209        0.675        3.512            0      245.966        1.610      122.023
      210        0.636        3.441            0      241.908        4.325      118.819
      211        0.727        3.473            0      246.272        0.732      123.726
      212        0.690        3.429            0      242.205        2.364      119.394
      213        0.660        3.481            0      244.368        0.527      122.527
      214        0.692        3.433            0      243.689        0.710      126.356
      215        0.565        3.460            0      242.764        1.180      118.843
      216        0.680        3.425            0      244.408        1.316      121.967
      217        0.736        3.479            0      245.972        2.082      123.220
      218        0.604        3.472            0      244.335        1.935      120.075
      219        0.721        3.423            0      241.796        2.939      120.792
      220        0.765        3.443            0      243.712        1.651      119.886
      221        0.610        3.411            0      243.393        2.699      120.732
      222        0.601        3.438            0      242.828        1.672      126.805
      223        0.596        3.479            0      244.444        2.742      123.335
      224        0.660        3.413            0      241.586        1.423      112.687
      225        0.678        3.482            0      243.640        1.101      121.939
      226        0.695        3.392            0      240.525        1.481      115.694
      227        0.631        3.429            0      242.395        0.000      118.651
      228        0.561        3.455            0      241.652        2.762      117.256
      229        0.654        3.466            0      241.400        1.298      116.992
      230        0.750        3.478            0      243.034        0.000      116.720
      231        0.704        3.422            0      242.790        1.024      122.730
      232        0.549        3.458            0      242.893        1.436      121.586
      233        0.662        3.445            0      242.451        0.948      117.790
      234        0.579        3.474            0      244.751        0.402      122.147
      235        0.586        3.449            0      242.278        0.170      119.222
      236        0.603        3.491            0      242.404        0.000      118.590
      237        0.704        3.437            0      243.547        0.116      120.544
      238        0.679        3.423            0      242.653        1.749      119.745
      239        0.733        3.444            0      244.759        1.253      126.522
      240        0.804        3.448            0      246.445        0.117      127.195
      241        0.583        3.440            0      241.451        2.071      117.696
      242        0.655        3.473            0      243.490        2.426      120.021
      243        0.607        3.480            0      243.485        2.140      117.458
      244        0.651        3.478            0      241.824        4.023      117.997
      245        0.788        3.460            0      244.471        1.784      126.376
      246        0.688        3.447            0      241.669        4.327      118.936
      247        0.488        3.444            0      243.881        2.977      119.050
      248        0.647        3.437            0      241.107        0.956      116.992
      249        0.585        3.448            0      244.871        1.646      122.249
      250        0.831        3.436            0      242.420        0.918      117.169
      251        0.575        3.466            0      242.329        2.363      119.264
      252        0.561        3.493            0      244.030        0.202      118.666
      253        0.520        3.481            0      242.664        0.203      119.705
      254        0.644        3.463            0      241.633        1.640      121.691
      255        0.700        3.461            0      245.377        4.390      125.689
      256        0.597        3.440            0      239.811        1.939      116.394
      257        0.496        3.422            0      243.515        2.928      120.191
      258        0.635        3.508            0      242.777        0.000      116.204
      259        0.757        3.489            0      242.871        1.409      117.991
      260        0.674        3.421            0      242.152        4.343      116.494
      261        0.599        3.438            0      244.737        0.301      123.767
      262        0.767        3.455            0      243.467        1.424      118.619
      263        0.616        3.442            0      241.255        1.973      115.520
      264        0.575        3.472            0      243.753        3.209      120.782
      265        0.684        3.482            0      242.009        3.738      116.868
      266        0.616        3.437            0      241.916        0.918      119.110
      267        0.781        3.429            0      243.666        0.313      123.230
      268        0.687        3.451            0      241.202        3.180      117.375
      269        0.570        3.510            0      246.797        0.353      124.087
      270        0.706        3.412            0      243.385        0.000      124.217
      271        0.663        3.452            0      243.469        0.245      120.006
      272        0.625        3.466            0      240.735        3.522      114.821
      273        0.585        3.486            0      243.192        3.310      122.551
      274        0.725        3.390            0      240.043        3.838      119.862
      275        0.435        3.428            0      242.269        3.077      118.522
      276        0.667        3.467            0      241.842        2.468      118.711
      277        0.748        3.481            0      245.050        0.000      122.459
      278        0.623        3.460            0      243.391        2.474      117.814
      279        0.427        3.465            0      243.883        0.144      125.373
      280        0.668        3.429            0      239.471        2.204      114.681
      281        0.618        3.476            0      241.854        1.584      119.304
      282        0.623        3.480            0      243.071        4.575      121.042
      283        0.657        3.422            0      242.108        1.609      120.756
      284        0.597        3.442            0      242.573        1.630      120.076
      285        0.702        3.433            0      241.095        0.316      119.847
      286        0.712        3.473            0      243.746        0.046      124.218
      287        0.667        3.439            0      246.061        1.169      124.210
      288        0.666        3.408            0      240.284        3.373      114.479
      289        0.513        3.491            0      241.993        2.229      120.215
      290        0.597        3.443            0      241.737        0.097      119.597
      291        0.510        3.466            0      243.207        2.539      120.296
      292        0.619        3.484            0      242.715        1.976      119.079
      293        0.623        3.407            0      242.793        0.072      124.049
      294        0.572        3.508            0      245.079        0.299      118.899
      295        0.663        3.451            0      244.479        1.804      118.929
      296        0.452        3.466            0      241.684        1.808      118.350
      297        0.584        3.365            0      240.356        0.837      122.354
      298        0.506        3.432            0      243.947        1.075      120.897
      299        0.576        3.425            0      240.843        5.069      119.215
      300        0.681        3.419            0      240.672        2.060      116.136
      301        0.777        3.414            0      242.113        1.524      117.521
      302        0.455        3.497            0      244.817        2.957      121.615
      303        0.600        3.443            0      242.071        0.228      119.668
      304        0.810        3.425            0      243.129        1.296      123.954
      305        0.786        3.372            0      241.897        3.717      124.974
      306        0.701        3.420            0      243.394        0.964      122.815
      307        0.621        3.471            0      245.001        1.352      122.544
      308        0.770        3.423            0      242.618        0.632      126.121
      309        0.553        3.484            0      241.454        1.088      117.382
      310        0.618        3.426            0      242.774        0.680      117.325
      311        0.660        3.425            0      244.370        3.231      118.806
      312        0.669        3.472            0      242.586        1.040      116.096
      313        0.670        3.452            0      243.767        5.493      122.514
      314        0.754        3.472            0      244.367        5.102      123.012
      315        0.590        3.426            0      241.453        1.895      120.515
      316        0.740        3.452            0      241.879        1.534      120.716
      317        0.630        3.465            0      242.346        4.727      121.577
      318        0.684        3.474            0      241.663        1.704      118.330
      319        0.690        3.445            0      243.183        2.497      120.973
      320        0.650        3.467            0      243.201        2.012      120.549
      321        0.561        3.410            0      240.575        2.268      114.011
      322        0.739        3.474            0      246.628        2.559      124.246
      323        0.566        3.436            0      245.427        0.000      123.896
      324        0.614        3.414            0      243.113        0.000      121.459
      325        0.442        3.463            0      243.123        3.635      121.628
      326        0.522        3.458            0      241.676        2.664      118.338
      327        0.673        3.467            0      240.426        3.069      116.064
      328        0.485        3.445            0      243.243        2.874      121.060
      329        0.668        3.447            0      242.570        0.573      120.026
      330        0.669        3.371            0      238.990        3.539      117.655
      331        0.611        3.449            0      244.783        0.851      121.508
      332        0.686        3.432            0      243.605        4.883      117.399
      333        0.648        3.520            0      245.159        2.764      122.444
      334        0.669        3.483            0      243.766        1.603      119.102
      335        0.439        3.446            0      240.861        1.634      119.813
      336        0.585        3.485            0      244.575        3.142      121.541
      337        0.774        3.448            0      240.528        0.297      118.815
      338        0.580        3.426            0      241.328        0.318      116.986
      339        0.549        3.489            0      242.480        3.503      118.415
      340        0.685        3.450            0      239.949        2.206      115.532
      341        0.680        3.403            0      240.392        0.247      117.721
      342        0.595        3.477            0      244.082        2.529      120.605
      343        0.496        3.453            0      241.651        1.534      119.746
      344        0.505        3.456            0      241.368        0.231      116.038
      345        0.634        3.427            0      240.977        1.844      115.396
      346        0.648        3.484            0      243.786        0.306      121.118
      347        0.605        3.454            0      242.695        1.037      117.528
      348        0.682        3.474            0      243.955        2.236      116.775
      349        0.573        3.443            0      241.661        1.343      118.045
      350        0.514        3.439            0      242.068        0.330      120.764
      351        0.577        3.456            0      240.973        1.509      114.944
      352        0.657        3.429            0      241.525        0.310      121.021
      353        0.642        3.487            0      244.690        4.075      120.996
      354        0.607        3.429            0      239.474        4.214      117.604
      355        0.674        3.430            0      240.620        1.811      115.774
      356        0.626        3.467            0      241.815        2.940      116.866
      357        0.591        3.503            0      243.671        4.149      118.844
      358        0.640        3.438            0      241.167        1.848      116.435
      359        0.482        3.451            0      244.252        3.434      120.164
      360        0.644        3.487            0      243.092        4.558      118.950
      361        0.550        3.501            0      244.700        5.713      118.734
      362        0.509        3.474            0      243.937        6.452      118.815
      363        0.506        3.459            0      241.173        3.373      116.763
      364        0.681        3.454            0      244.186        0.884      125.526
      365        0.706        3.417            0      241.047        2.068      117.242
      366        0.544        3.470            0      242.681        4.564      114.419
      367        0.502        3.438            0      241.573        4.653      122.130
      368        0.759        3.474            0      241.955        1.606      121.430
      369        0.712        3.474            0      242.627        2.149      119.296
      370        0.657        3.501            0      245.160        2.129      126.217
      371        0.481        3.458            0      244.271        3.446      120.861
      372        0.559        3.524            0      244.691        3.158      118.391
      373        0.588        3.426            0      244.223        0.756      124.550
      374        0.611        3.436            0      241.102        3.800      118.555
      375        0.667        3.437            0      243.089        0.116      120.398
      376        0.689        3.459            0      242.193        1.280      116.574
      377        0.517        3.493            0      242.791        2.752      115.037
      378        0.638        3.449            0      240.773        0.000      118.327
      379        0.663        3.449            0      242.326        0.000      116.932
      380        0.574        3.460            0      243.328        2.789      117.905
      381        0.659        3.432            0      243.528        0.686      123.392
      382        0.737        3.418            0      239.562        2.714      114.726
      383        0.694        3.473            0      241.619        2.325      113.339
      384        0.810        3.457            0      242.135        0.351      121.123
      385        0.664        3.414            0      241.982        1.328      121.076
      386        0.694        3.463            0      243.248        1.844      120.699
      387        0.741        3.489            0      243.223        0.586      119.341
      388        0.506        3.445            0      242.215        3.869      118.439
      389        0.658        3.454            0      241.631        1.525      116.881
      390        0.466        3.472            0      244.544        0.511      119.707
      391        0.642        3.465            0      244.042        1.618      119.104
      392        0.721        3.423            0      241.298        1.158      123.819
      393        0.534        3.430            0      241.894        4.593      116.626
      394        0.589        3.513            0      244.107        3.700      120.887
      395        0.700        3.430            0      244.376        0.732      121.186
      396        0.459        3.414            0      239.873        1.681      117.057
      397        0.610        3.476            0      242.592        3.606      117.774
      398        0.705        3.445            0      240.718        0.004      115.408
      399        0.542        3.435            0      241.732        0.316      118.382
      400        0.621        3.494            0      244.481        1.374      123.184
      401        0.612        3.433            0      240.451        0.000      117.177
      402        0.418        3.449            0      243.252        0.359      120.151
      403        0.557        3.462            0      244.692        1.183      120.556
      404        0.653        3.406            0      239.563        2.516      119.764
      405        0.605        3.428            0      241.621        2.532      121.849
      406        0.791        3.472            0      243.312        0.304      118.518
      407        0.610        3.470            0      243.514        2.825      122.752
      408        0.631        3.515            0      245.215        2.813      122.994
      409        0.636        3.447            0      241.901        1.692      116.916
      410        0.798        3.471            0      243.198        5.205      120.671
      411        0.657        3.408            0      241.672        1.721      115.840
      412        0.710        3.438            0      242.085        3.079      118.898
      413        0.366        3.462            0      242.604        3.180      121.173
      414        0.615        3.446            0      241.173        2.333      118.346
      415        0.481        3.440            0      241.234        2.315      119.753
      416        0.567        3.455            0      243.515        2.585      119.577
      417        0.603        3.471            0      242.804        0.478      120.243
      418        0.642        3.464            0      244.025        1.875      126.585
      419        0.615        3.419            0      243.672        2.363      121.255
      420        0.651        3.442            0      240.711        2.935      115.249
      421        0.575        3.378            0      241.649        1.719      120.606
      422        0.653        3.459            0      240.221        0.613      115.625
      423        0.630        3.504            0      244.967        1.136      123.329
      424        0.674        3.480            0      244.422        1.106      121.654
      425        0.719        3.433            0      242.071        1.618      122.993
      426        0.664        3.397            0      240.448        3.888      120.120
      427        0.568        3.431            0      238.242        2.784      113.581
      428        0.583        3.434            0      242.223        0.454      119.946
      429        0.682        3.401            0      242.889        1.154      122.890
      430        0.734        3.433            0      241.168        5.326      115.905
      431        0.770        3.428            0      243.876        0.237      123.072
      432        0.657        3.415            0      242.479        0.254      122.306
      433        0.696        3.466            0      244.674        2.490      123.710
      434        0.674        3.454            0      242.486        0.928      117.263
      435        0.556        3.450            0      240.658        4.552      116.250
      436        0.674        3.454            0      241.108        1.787      116.164
      437        0.516        3.501            0      245.425        1.478      120.487
      438        0.687        3.389            0      239.495        1.594      119.169
      439        0.585        3.484            0      242.608        1.553      119.319
      440        0.675        3.453            0      243.402        0.290      121.169
      441        0.494        3.506            0      243.082        3.505      119.495
      442        0.575        3.444            0      242.750        0.627      121.717
      443        0.665        3.408            0      241.766        0.251      118.167
      444        0.649        3.455            0      243.477        0.600      120.593
      445        0.619        3.481            0      243.263        2.461      119.172
      446        0.554        3.462            0      244.944        1.140      122.051
      447        0.652        3.419            0      241.888        1.244      119.166
      448        0.685        3.485            0      243.688        3.974      122.038
      449        0.594        3.430            0      240.547        1.913      117.106
      450        0.592        3.388            0      239.623        2.652      119.381
      451        0.709        3.480            0      242.437        1.423      120.299
      452        0.603        3.489            0      243.996        1.908      121.442
      453        0.674        3.443            0      242.033        3.968      118.393
      454        0.688        3.467            0      240.774        0.937      113.161
      455        0.553        3.465            0      244.098        3.089      121.802
      456        0.520        3.404            0      243.245        0.794      119.601
      457        0.735        3.406            0      240.463        1.101      119.897
      458        0.517        3.450            0      242.688        0.538      118.525
      459        0.608        3.407            0      241.191        2.927      120.142
      460        0.535        3.447            0      243.345        4.808      119.347
      461        0.795        3.430            0      244.490        1.741      123.746
      462        0.688        3.465            0      244.793        7.344      123.420
      463        0.742        3.388            0      243.602        0.476      125.390
      464        0.715        3.434            0      243.336        0.779      122.109
      465        0.669        3.479            0      242.623        3.384      118.036
      466        0.641        3.488            0      242.534        1.926      119.590
      467        0.634        3.495            0      241.111        2.971      112.890
      468        0.556        3.497            0      243.316        3.339      118.101
      469        0.617        3.456            0      241.680        3.688      118.852
      470        0.607        3.507            0      243.393        0.879      121.508
      471        0.672        3.539            0      246.972        0.587      121.958
      472        0.591        3.471            0      242.405        0.864      117.364
      473        0.559        3.454            0      241.340        0.900      120.639
      474        0.649        3.468            0      243.747        2.431      123.311
      475        0.505        3.525            0      245.138        3.619      121.021
      476        0.700        3.428            0      243.095        0.411      120.506
      477        0.532        3.453            0      242.482        0.055      117.357
      478        0.492        3.460            0      243.303        1.848      123.766
      479        0.584        3.440            0      242.725        0.537      119.649
      480        0.673        3.483            0      244.244        0.000      117.710
      481        0.682        3.500            0      242.204        0.331      113.488
      482        0.589        3.485            0      241.899        0.029      120.086
      483        0.556        3.481            0      241.965        0.449      117.456
      484        0.607        3.433            0      241.897        4.191      118.522
      485        0.645        3.421            0      240.706        3.078      116.223
      486        0.598        3.484            0      242.491        1.909      118.508
      487        0.563        3.400            0      240.062        4.023      119.546
      488        0.770        3.413            0      241.893        3.366      119.715
      489        0.769        3.436            0      242.976        0.248      121.996
      490        0.631        3.485            0      241.396        4.962      116.801
      491        0.648        3.414            0      242.463        2.548      120.752
      492        0.713        3.468            0      241.884        2.035      118.944
      493        0.579        3.483            0      242.963        2.762      118.409
      494        0.639        3.415            0      241.985        2.910      118.984
      495        0.718        3.487            0      244.617        0.747      124.704
      496        0.546        3.410            0      241.359        1.584      119.314
      497        0.664        3.458            0      243.338        0.000      119.619
      498        0.578        3.456            0      242.837        1.786      117.535
      499        0.462        3.436            0      241.541        2.297      117.343
      500        0.575        3.485            0      243.484        0.256      121.500
      501        0.662        3.429            0      241.665        0.824      115.184
      502        0.394        3.472            0      241.551        4.508      117.022
      503        0.777        3.424            0      243.290        0.503      121.339
      504        0.647        3.445            0      243.447        0.036      122.349
      505        0.563        3.460            0      242.474        1.837      120.379
      506        0.740        3.444            0      245.495        0.181      124.525
      507        0.580        3.490            0      244.066        0.000      123.584
      508        0.655        3.477            0      245.060        1.530      118.364
      509        0.634        3.448            0      242.856        2.111      119.986
      510        0.592        3.478            0      243.590        1.199      116.470
      511        0.588        3.423            0      243.443        0.697      118.367
      512        0.637        3.458            0      244.529        0.779      120.138
      513        0.650        3.431            0      243.217        3.171      117.793
      514        0.568        3.491            0      243.263        1.615      118.453
      515        0.633        3.450            0      240.112        0.414      120.365
      516        0.568        3.464            0      242.274        0.793      117.038
      517        0.527        3.439            0      242.369        4.010      121.377
      518        0.669        3.418            0      240.793        2.503      117.741
      519        0.702        3.430            0      240.418        6.049      120.521
      520        0.581        3.456            0      241.880        5.472      117.195
      521        0.654        3.422            0      244.116        3.640      120.243
      522        0.578        3.475            0      243.807        0.121      119.165
      523        0.593        3.467            0      244.193        1.647      124.292
      524        0.688        3.472            0      243.012        3.522      119.648
      525        0.683        3.441            0      243.658        0.000      116.658
      526        0.615        3.434            0      243.311        1.761      122.853
      527        0.544        3.443            0      241.234        1.099      118.467
      528        0.628        3.466            0      244.034        2.880      117.448
      529        0.604        3.481            0      241.865        3.307      117.996
      530        0.394        3.469            0      243.070        1.567      121.643
      531        0.567        3.467            0      242.489        5.440      119.076
      532        0.669        3.471            0      241.723        2.071      120.861
      533        0.598        3.470            0      244.458        5.481      119.797
      534        0.610        3.433            0      241.741        4.923      120.306
      535        0.435        3.478            0      246.515        5.096      123.325
      536        0.566        3.456            0      242.693        3.857      121.281
      537        0.699        3.499            0      245.689        3.199      123.022
      538        0.714        3.456            0      239.793        3.403      117.695
      539        0.500        3.472            0      243.223        5.998      122.473
      540        0.437        3.397            0      240.817        7.240      119.641
      541        0.359        3.451            0      243.157        1.863      120.274
      542        0.612        3.471            0      242.025        9.637      119.144
      543        0.488        3.493            0      243.990        5.623      121.861
      544        0.675        3.440            0      239.825        3.499      118.159
      545        0.711        3.443            0      243.631        3.139      121.288
      546        0.618        3.448            0      241.566        2.818      117.812
      547        0.373        3.430            0      242.969        3.007      119.945
      548        0.607        3.375            0      241.589        0.313      122.032
      549        0.574        3.458            0      241.985        2.357      118.830
      550        0.692        3.473            0      245.172        3.911      122.147
      551        0.628        3.452            0      243.482        2.862      116.012
      552        0.527        3.442            0      243.228        3.754      123.253
      553        0.641        3.438            0      243.769        2.572      123.744
      554        0.613        3.418            0      240.753        0.837      115.696
      555        0.784        3.482            0      242.454        5.411      118.520
      556        0.661        3.468            0      242.008        1.296      117.762
