  Frame         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      115        0.981        4.417            1      328.840        9.599      219.158
      116        0.931        4.323            1      328.770        9.091      216.118
      117        0.942        4.319            1      329.309        8.721      211.158
      118        0.978        4.358            1      327.767       12.106      213.470
      119        0.944        4.352            1      327.343        5.881      216.329
      120        0.945        4.394            1      327.275        8.210      219.422
      121        1.064        4.488            1      329.106        7.096      207.575
      122        0.973        4.382            1      328.450       17.893      211.539
      123        0.837        4.301            1      325.530       15.558      209.754
      124        1.057        4.464            1      327.930        4.280      207.052
      125        1.095        4.560            1      328.451       16.064      208.958
      126        1.121        4.576            1      327.527       33.034      210.379
      127        1.084        4.509            1      330.116       25.489      213.162
      128        1.067        4.468            1      324.621       15.574      204.063
      129        0.922        4.377            1      326.776       11.232      212.571
      130        0.912        4.347            1      326.734        7.382      210.751
      131        1.043        4.506            1      324.887       11.193      212.620
      132        0.878        4.438            1      332.112       13.620      218.080
      133        0.864        4.421            1      328.479        7.031      215.732
      134        0.930        4.323            1      325.706        9.403      210.288
      135        0.962        4.318            1      326.803        7.160      211.815
      136        0.785        4.300            1      325.300        3.114      212.848
      137        1.042        4.446            1      327.180        6.358      214.703
      138        1.041        4.452            1      329.870        7.898      217.270
      139        0.994        4.425            1      327.063       12.050      214.538
      140        1.056        4.464            1      326.367        6.878      208.608
      141        0.963        4.397            1      328.205        4.218      216.725
      142        0.988        4.445            1      328.883        4.702      214.397
      143        0.987        4.380            1      326.337        4.004      215.839
      144        1.082        4.548            1      330.053       13.563      209.877
      145        1.234        4.586            1      325.723       14.020      214.735
      146        1.174        4.550            1      327.346       12.939      214.926
      147        1.057        4.446            1      327.600       10.025      215.799
      148        1.093        4.527            1      330.306       11.713      214.313
      149        0.986        4.425            1      328.173       11.486      212.132
      150        1.140        4.585            1      328.429       14.418      210.040
      151        1.001        4.452            1      329.394       16.018      214.535
      152        0.959        4.436            1      329.548       12.689      215.672
      153        1.038        4.419            1      326.715       13.282      214.370
      154        1.022        4.455            1      327.135       12.435      210.384
      155        0.957        4.394            1      329.599       10.852      214.304
      156        1.061        4.511            1      330.893       12.087      213.889
      157        1.083        4.512            1      331.869       15.291      215.867
      158        1.067        4.478            1      327.430       13.772      212.883
      159        1.271        4.612            1      328.375       22.955      211.259
      160        1.027        4.477            1      326.212       12.161      213.826
      161        1.179        4.589            1      325.421        9.178      211.480
      162        1.105        4.632            1      329.290       11.656      218.591
      163        1.139        4.596            1      329.416       10.792      213.813
      164        1.286        4.586            1      323.828       16.537      210.896
      165        1.027        4.545            1      324.958        9.496      213.853
      166        0.979        4.552            1      324.410       11.621      215.401
      167        1.071        4.598            1      329.246       12.140      213.620
      168        0.798        4.429            1      330.995       10.034      220.585
      169        0.864        4.413            1      326.362        5.161      206.733
      170        0.898        4.407            1      325.308        8.021      210.858
      171        1.118        4.525            1      327.036        8.508      212.230
      172        1.060        4.479            1      327.183       11.217      217.184
      173        0.892        4.263            1      327.134       10.172      213.279
      174        1.186        4.573            1      328.069       12.209      207.130
      175        1.060        4.445            1      324.540       13.914      208.259
      176        0.984        4.432            1      325.943        8.843      212.487
      177        1.042        4.465            1      328.492       13.354      213.869
      178        1.095        4.525            1      326.354       16.843      211.461
      179        1.067        4.468            1      327.771        7.717      210.597
      180        1.075        4.487            1      330.026        8.627      214.394
      181        1.248        4.582            1      327.891       11.583      209.033
      182        1.129        4.466            1      325.580       11.884      210.989
      183        1.097        4.450            1      324.921       12.998      209.843
      184        1.102        4.514            1      327.661       11.743      207.316
      185        1.249        4.576            1      326.089        9.676      205.129
      186        1.001        4.436            1      328.017       10.355      214.263
      187        1.102        4.549            1      327.231        8.914      218.087
      188        1.041        4.377            1      326.656       12.043      213.110
      189        1.155        4.523            1      329.469       10.485      214.652
      190        1.104        4.495            1      328.265       12.616      208.433
      191        1.087        4.454            1      331.465       14.650      212.257
      192        1.046        4.472            1      328.046        9.342      210.041
      193        1.037        4.457            1      328.111        9.174      213.000
      194        1.124        4.546            1      329.942       12.344      216.293
      195        1.109        4.469            1      327.536       13.886      217.521
      196        1.042        4.396            1      325.229       15.546      212.748
      197        0.966        4.466            1      328.242       14.086      219.916
      198        1.001        4.486            1      328.839       14.085      209.859
      199        0.953        4.479            1      324.769       19.089      219.609
      200        0.954        4.441            1      328.167       25.610      213.916
      201        0.925        4.497            1      328.369       13.876      212.911
      202        0.948        4.451            1      326.539       22.519      213.145
      203        0.947        4.366            1      327.897       21.288      213.053
      204        1.004        4.502            1      332.063       14.432      217.339
      205        1.010        4.476            1      325.945       19.865      212.647
      206        0.928        4.466            1      327.335       20.854      213.511
      207        0.850        4.379            1      326.850       14.079      213.822
      208        1.026        4.496            1      331.122       15.037      213.723
      209        0.896        4.412            1      325.442       15.729      215.409
      210        0.872        4.330            1      325.237       10.881      212.289
      211        1.078        4.468            1      325.443       33.441      215.341
      212        0.903        4.426            1      325.785       10.175      210.129
      213        1.150        4.571            1      326.829       22.448      213.392
      214        0.980        4.491            1      328.261       16.555      210.552
      215        0.981        4.448            1      325.640       11.869      212.370
      216        1.066        4.549            1      327.931       17.424      216.723
      217        1.042        4.439            1      328.274       11.751      216.451
      218        1.275        4.625            2      326.073       18.572      200.796
      219        1.039        4.551            1      325.971       21.099      212.516
      220        1.114        4.560            1      323.723       18.286      213.276
      221        1.424        4.611            2      322.000       14.725      189.445
      222        1.295        4.568            2      322.183       11.122      190.025
      223        1.023        4.500            1      328.614       13.306      214.656
      224        1.097        4.530            1      329.514       19.091      211.202
      225        1.068        4.497            1      326.259       16.045      210.765
      226        1.250        4.521            1      325.983       20.016      202.645
      227        1.202        4.544            2      326.491       23.198      193.863
      228        1.009        4.543            1      326.882       15.437      215.608
      229        1.002        4.522            1      326.442       30.258      210.285
      230        1.162        4.563            1      325.891       18.769      209.166
      231        1.051        4.517            1      326.573       11.787      219.373
      232        1.236        4.623            2      325.146       21.957      197.943
      233        1.118        4.524            2      324.567       25.098      193.441
      234        1.027        4.503            1      325.873       25.148      201.259
      235        1.028        4.556            1      329.359       18.241      214.370
      236        0.701        4.133            1      312.742       10.564      205.611
      237        0.982        4.515            1      327.266       18.562      217.716
      238        0.719        4.096            1      310.184        8.575      203.567
      239        0.684        4.149            1      313.813       10.424      207.500
      240        1.009        4.482            1      324.104       24.114      210.364
      241        0.911        4.392            1      326.140       17.657      218.419
      242        1.245        4.510            1      327.837       19.092      210.470
      243        1.399        4.633            1      325.843       21.291      206.256
      244        1.133        4.539            1      326.972       22.380      208.369
      245        1.019        4.418            1      326.508       20.510      210.107
      246        1.132        4.520            1      328.474       14.378      212.148
      247        1.288        4.564            1      327.792       23.042      212.241
      248        1.196        4.537            1      322.277       16.265      201.242
      249        1.068        4.473            1      325.957        6.413      212.488
      250        1.071        4.484            1      328.097       13.125      219.108
      251        1.192        4.523            1      327.939       13.757      205.673
      252        1.062        4.430            1      326.925       19.201      214.117
      253        1.206        4.532            1      327.094       19.283      205.779
      254        1.129        4.533            1      329.183       16.038      216.917
      255        1.230        4.480            1      326.342       14.645      215.232
      256        1.071        4.470            1      327.383       12.111      213.466
      257        1.082        4.477            1      325.979       19.241      210.402
      258        0.925        4.430            1      326.865       15.582      218.205
      259        0.943        4.501            1      329.053       15.302      214.998
      260        1.141        4.591            1      330.063       17.710      215.880
      261        1.051        4.457            1      326.734        9.531      211.877
      262        1.111        4.479            1      327.626       10.766      210.882
      263        1.128        4.515            1      330.412       16.587      208.448
      264        1.218        4.587            1      330.366        6.849      211.254
      265        1.107        4.486            1      327.551        9.684      212.121
      266        1.140        4.555            1      329.991       10.603      212.904
      267        1.011        4.441            1      328.773       13.931      215.586
      268        1.083        4.445            1      329.020       12.558      211.650
      269        1.166        4.495            1      326.335       13.153      209.584
      270        1.166        4.527            1      327.217       11.887      211.670
      271        1.119        4.477            1      326.551       14.784      214.821
      272        1.103        4.468            1      326.636       13.840      209.859
      273        1.135        4.479            1      325.042       12.531      206.683
      274        1.149        4.484            1      328.055        9.438      216.118
      275        1.146        4.495            1      326.914       13.417      211.971
      276        1.109        4.500            1      327.811       13.910      210.062
      277        1.262        4.556            1      325.167       15.287      208.929
      278        1.184        4.542            1      324.931        4.008      207.160
      279        0.946        4.457            1      331.407       10.167      213.561
      280        1.010        4.500            1      328.989       10.353      212.071
      281        0.996        4.480            1      324.994       17.555      214.975
      282        1.153        4.617            1      327.579        7.992      209.674
      283        1.198        4.513            1      322.765        7.366      188.674
      284        1.094        4.472            1      326.234        6.562      207.235
      285        1.159        4.544            1      326.722        7.880      206.603
      286        1.078        4.468            1      326.232       12.941      212.273
      287        1.048        4.408            1      325.706       22.297      212.145
      288        1.059        4.462            1      328.866       15.738      217.982
      289        1.134        4.497            1      326.736       10.348      206.980
      290        1.164        4.552            1      326.971       18.620      205.137
      291        1.229        4.573            1      326.748       12.791      210.226
      292        1.094        4.498            1      327.678       13.036      205.651
      293        1.077        4.430            1      325.272       14.744      210.510
      294        1.105        4.535            1      328.257        8.283      206.408
      295        1.063        4.503            1      329.000        6.927      212.262
      296        1.147        4.507            1      326.120        7.184      207.785
      297        1.148        4.593            1      325.401       12.887      206.088
      298        1.188        4.536            1      327.710       13.051      213.302
      299        1.087        4.464            1      329.018       11.934      212.590
      300        1.087        4.486            1      326.867       11.364      211.428
      301        1.021        4.430            1      328.710       17.256      216.745
      302        1.052        4.465            1      327.617       14.291      208.802
      303        1.161        4.598            1      325.953       24.876      210.112
      304        1.105        4.502            1      328.175       17.466      211.808
      305        1.061        4.459            1      327.291       17.178      220.050
      306        1.091        4.438            1      328.680       16.048      220.141
      307        1.105        4.494            1      327.879       15.913      214.685
      308        1.003        4.459            1      327.584       15.032      204.917
      309        1.047        4.484            1      328.204       14.931      213.186
      310        1.037        4.494            1      329.183        8.382      214.665
      311        1.268        4.623            1      328.902       20.144      210.037
      312        0.987        4.469            1      330.917       14.169      213.560
      313        1.070        4.481            1      328.473       11.600      211.724
      314        1.035        4.465            1      328.852       19.152      212.214
      315        1.083        4.512            1      329.158       16.278      212.749
      316        0.966        4.390            1      327.717       10.174      212.668
      317        1.102        4.472            1      326.299       12.171      204.563
      318        0.899        4.339            1      327.974       11.108      210.560
      319        1.198        4.590            1      328.647       14.514      206.969
      320        1.101        4.487            1      327.856       10.459      210.073
      321        1.149        4.529            1      327.807        6.515      212.296
      322        1.018        4.399            1      329.902        8.449      215.301
      323        1.012        4.441            1      330.974       15.916      209.031
      324        1.018        4.465            1      329.336       14.392      214.814
      325        1.002        4.436            1      328.518       13.333      213.871
      326        0.954        4.428            1      328.522       20.040      213.588
      327        1.008        4.446            1      327.200       18.569      214.825
      328        1.093        4.507            1      326.306       10.303      212.169
      329        1.027        4.506            1      328.426       15.897      210.811
      330        1.043        4.463            1      327.842       17.998      208.722
      331        0.956        4.403            1      326.370        8.131      209.666
      332        1.098        4.555            1      331.802       15.894      218.509
      333        1.010        4.423            1      326.195       18.500      217.618
      334        1.070        4.444            1      327.686       14.803      212.842
      335        0.989        4.376            1      328.230       11.758      213.507
      336        1.020        4.455            1      328.520       11.480      214.389
      337        1.045        4.423            1      326.748       18.321      216.529
      338        1.028        4.474            1      328.188       10.791      212.620
      339        1.010        4.452            1      327.032       15.865      208.673
      340        1.116        4.441            1      324.823        2.636      207.714
      341        1.082        4.419            1      329.538       10.517      218.984
      342        1.021        4.524            1      324.042       10.493      207.240
      343        1.217        4.583            1      326.116        7.288      212.858
      344        1.124        4.575            1      325.448        7.300      206.035
      345        1.010        4.412            1      328.526        9.568      214.882
      346        1.060        4.486            1      330.376        6.123      214.744
      347        1.008        4.424            1      328.030        8.672      219.078
      348        0.949        4.383            1      326.587       12.637      212.749
      349        1.066        4.456            1      328.599        8.958      213.164
      350        1.130        4.509            1      324.828       11.621      211.156
      351        0.888        4.424            1      325.680       18.631      211.674
      352        0.928        4.512            1      324.616       23.616      210.227
      353        1.082        4.547            1      324.016       19.163      213.470
      354        1.090        4.562            1      325.137       27.411      212.819
      355        0.992        4.498            1      324.643       27.582      214.423
      356        1.046        4.537            1      326.491       22.172      213.219
      357        0.852        4.453            1      326.396       19.678      217.138
      358        0.762        4.293            1      319.158       19.378      213.343
      359        0.935        4.444            1      324.324       24.853      213.501
      360        0.886        4.378            1      327.856       17.376      217.649
      361        1.034        4.441            1      327.267       13.861      217.738
      362        1.036        4.383            1      327.709       15.234      221.370
      363        1.027        4.447            1      324.385       16.340      216.304
      364        0.971        4.375            1      325.160       23.179      221.668
      365        1.027        4.448            0      325.787       17.979      219.001
      366        0.786        4.407            1      322.875       23.348      213.489
      367        0.954        4.502            1      326.157       28.950      216.055
      368        1.136        4.634            1      326.905       15.607      215.698
      369        0.944        4.517            1      325.661       23.478      214.614
      370        1.069        4.561            1      326.635       12.829      215.126
      371        1.095        4.546            1      327.687       23.475      217.403
      372        1.061        4.553            1      329.367       17.794      213.360
      373        0.918        4.517            1      326.061       20.089      216.951
      374        1.125        4.532            1      325.192       17.886      220.447
      375        1.275        4.637            1      326.323       13.853      211.528
      376        1.035        4.510            1      325.836       16.433      209.841
      377        1.083        4.563            1      327.943       17.831      213.302
      378        0.936        4.493            1      325.877       15.638      221.460
      379        1.023        4.553            1      328.777       18.194      213.635
      380        1.127        4.510            1      326.260       14.665      207.836
      381        1.407        4.672            1      326.388       17.597      206.730
      382        1.222        4.545            1      326.890       14.699      206.489
      383        1.177        4.600            1      326.534       24.062      211.058
      384        1.168        4.598            2      325.529       24.745      199.538
      385        1.135        4.543            1      328.640       24.134      209.823
      386        1.122        4.462            1      323.648       23.022      206.008
      387        1.051        4.453            1      328.100       18.985      215.484
      388        1.211        4.525            1      326.449       22.902      214.765
      389        1.077        4.467            1      330.974       16.018      212.756
      390        1.091        4.393            1      328.659       20.374      215.467
      391        1.128        4.522            1      329.508       16.234      216.399
      392        0.923        4.394            1      326.632       18.891      212.950
      393        0.952        4.492            1      326.940       14.694      216.374
      394        0.937        4.446            1      326.622       11.625      215.038
      395        1.060        4.521            1      328.180       13.397      210.238
      396        0.892        4.390            1      328.085       11.546      211.978
      397        0.959        4.461            1      327.643        5.581      211.664
      398        0.939        4.520            1      329.878        7.556      217.597
      399        0.994        4.535            1      329.704       10.252      217.728
      400        0.887        4.462            1      327.221        9.390      217.141
      401        0.936        4.396            1      324.558        8.874      212.039
      402        0.935        4.399            1      330.107       13.433      210.367
      403        0.967        4.506            1      328.753        4.931      214.870
      404        0.970        4.462            1      327.887       12.951      219.031
      405        1.174        4.577            1      328.566       18.154      210.030
      406        0.860        4.418            1      327.859       17.069      212.871
      407        1.084        4.455            1      331.206       11.363      216.530
      408        1.277        4.577            1      327.419       14.212      208.298
      409        1.007        4.465            1      327.698       20.147      213.531
      410        1.023        4.454            1      327.563       17.832      212.176
      411        0.975        4.398            1      327.158       20.743      211.946
      412        1.078        4.453            1      329.851       18.872      215.080
      413        1.111        4.527            1      330.596       12.749      220.171
      414        1.001        4.405            1      328.138       10.590      213.193
      415        1.068        4.412            1      328.857       19.769      214.954
      416        1.048        4.474            1      325.477       16.018      213.689
      417        1.008        4.440            1      327.166       12.706      211.991
      418        0.876        4.357            1      328.762        8.345      213.589
      419        1.033        4.472            1      327.120       13.794      217.744
      420        1.184        4.532            1      326.736       12.911      202.409
      421        1.207        4.535            1      329.546       19.486      212.084
      422        1.117        4.508            1      328.923       22.387      213.068
      423        1.230        4.500            1      325.618       10.082      205.026
      424        1.153        4.476            1      329.167       16.104      209.565
      425        1.093        4.523            1      327.534       17.734      209.226
      426        1.119        4.458            1      324.369       13.950      205.668
      427        1.065        4.434            1      330.221       13.760      216.195
      428        1.015        4.438            1      326.250       13.949      215.443
      429        1.112        4.480            1      328.072       20.967      213.708
      430        1.026        4.431            1      328.988       13.160      215.937
      431        1.096        4.507            1      331.539       17.038      216.032
      432        1.088        4.479            1      329.753       11.178      216.291
      433        1.038        4.401            1      326.946       14.501      219.004
      434        1.049        4.492            1      329.239       14.460      220.197
      435        1.268        4.597            1      328.288       20.640      205.800
      436        0.892        4.414            1      325.865        9.053      217.366
      437        0.861        4.408            1      327.115       11.520      215.534
      438        0.899        4.401            1      326.926       13.503      214.821
      439        0.919        4.436            1      327.060       11.890      212.560
      440        0.994        4.408            1      328.581       11.528      220.582
      441        0.989        4.446            1      326.133        8.571      215.250
      442        0.922        4.305            1      329.123       12.541      216.777
      443        0.893        4.377            1      327.834       14.426      214.448
      444        0.919        4.401            1      328.542       16.519      213.907
      445        0.899        4.406            1      325.140       12.806      217.769
      446        0.919        4.346            1      326.788       15.527      214.792
      447        0.881        4.419            1      325.488       15.560      213.308
      448        0.928        4.511            1      329.176       14.652      213.125
      449        1.102        4.507            1      331.100       12.638      218.916
      450        1.104        4.465            1      326.901       15.555      216.050
      451        1.005        4.387            1      328.009        6.840      219.148
      452        1.161        4.498            1      327.854       19.123      209.733
      453        1.126        4.520            1      330.669       12.013      212.085
      454        1.003        4.460            1      328.169       14.713      212.667
      455        1.102        4.507            1      330.295       16.176      215.063
      456        1.140        4.511            1      331.775       19.296      218.436
      457        1.084        4.521            1      328.226       16.219      210.275
      458        0.953        4.385            1      328.636       17.827      211.255
      459        1.214        4.557            1      328.944       20.072      205.840
      460        1.138        4.517            1      328.909       16.027      211.441
      461        1.053        4.440            1      329.729       13.659      214.437
      462        1.136        4.477            1      328.617       12.772      206.921
      463        1.178        4.511            1      324.341       11.048      207.106
      464        1.239        4.533            1      326.586       11.500      210.175
      465        1.090        4.462            1      326.785       10.607      207.413
      466        1.007        4.445            1      328.942       16.076      215.408
      467        1.182        4.551            1      327.942       18.237      210.944
      468        1.088        4.476            1      326.429       10.117      216.081
      469        1.229        4.528            1      325.797       10.749      204.863
      470        0.977        4.453            1      327.901       14.811      216.670
      471        1.024        4.409            1      328.083       13.795      217.502
      472        1.206        4.547            1      327.873       15.926      212.042
      473        1.018        4.419            1      327.553       16.663      212.949
      474        1.038        4.425            1      325.277        9.170      204.832
      475        1.033        4.486            1      328.157       12.098      212.693
      476        1.004        4.465            1      329.765       12.501      218.167
      477        1.021        4.413            1      329.598       12.446      215.922
      478        0.998        4.471            1      328.899        7.035      211.750
      479        1.224        4.557            1      327.814       10.532      209.891
      480        1.038        4.480            1      327.026       10.052      211.517
      481        1.080        4.505            1      328.427       12.069      211.016
      482        1.086        4.502            1      328.659       13.206      207.257
      483        1.045        4.406            1      328.522       11.197      217.596
      484        1.163        4.510            1      328.720       19.317      211.739
      485        1.267        4.511            1      325.856       18.183      215.423
      486        1.376        4.535            1      326.613       12.545      213.306
      487        1.251        4.484            1      327.741       12.983      216.903
      488        1.161        4.457            1      324.724       15.490      216.002
      489        1.142        4.454            1      326.110        8.628      217.735
      490        1.289        4.481            1      324.910       18.476      216.302
      491        1.291        4.527            1      326.302        9.628      215.405
      492        1.240        4.564            1      327.963       13.905      214.249
      493        1.271        4.517            1      325.432       17.075      215.795
      494        1.239        4.546            1      328.146       18.894      218.558
      495        1.188        4.510            1      326.583       15.936      218.111
      496        1.181        4.513            1      325.458        7.611      213.405
      497        0.932        4.470            1      325.945       20.005      217.374
      498        1.035        4.504            1      325.126       17.905      213.692
      499        0.853        4.440            1      324.412       26.999      214.255
      500        0.872        4.407            1      326.371       24.007      219.027
      501        0.957        4.499            1      326.776       20.430      215.156
      502        0.946        4.504            1      325.752       23.201      216.120
      503        0.785        4.332            1      327.672       13.438      216.291
      504        1.012        4.523            1      326.925       22.388      214.968
      505        1.112        4.576            1      328.213       24.033      212.341
      506        1.051        4.461            1      331.264       20.214      213.521
      507        0.993        4.389            1      325.827       12.001      214.877
      508        1.041        4.458            1      326.881       15.932      208.752
      509        1.095        4.505            1      327.046       22.707      215.379
      510        1.111        4.470            1      330.028        7.074      210.753
      511        1.252        4.529            1      328.111       18.826      213.743
      512        1.089        4.504            1      329.815       18.732      214.334
      513        1.007        4.445            1      328.855       23.208      212.789
      514        1.273        4.542            1      326.675       18.490      209.612
      515        1.143        4.485            1      327.801       16.989      208.688
      516        1.039        4.449            1      328.683       10.436      216.870
      517        0.667        4.138            1      316.916       14.275      198.975
      518        0.648        4.161            1      317.378       13.292      202.535
      519        1.058        4.361            1      326.719       14.255      215.778
      520        1.131        4.456            1      325.596        8.132      204.765
      521        1.082        4.480            1      327.557       20.650      213.360
      522        1.209        4.490            1      324.952       13.052      208.089
      523        1.155        4.490            1      325.262       13.887      204.859
      524        1.092        4.474            1      327.353       16.385      209.225
      525        1.173        4.504            1      329.593       20.277      214.156
      526        1.224        4.491            1      327.957       17.279      218.164
      527        1.281        4.517            1      329.173       14.707      224.135
      528        1.239        4.455            1      321.816       17.610      210.061
      529        1.343        4.588            1      327.414       19.441      215.078
      530        1.269        4.525            1      328.284       11.785      218.727
      531        1.298        4.497            1      324.728       12.663      213.537
      532        1.237        4.491            1      325.528       15.020      220.435
      533        1.292        4.518            1      324.366       20.780      210.841
      534        1.124        4.405            1      325.513       22.456      220.969
      535        1.437        4.641            1      324.116       20.773      213.177
      536        1.187        4.522            1      327.422       22.837      215.710
      537        1.109        4.420            1      327.131       18.908      217.380
      538        1.276        4.514            1      328.996       15.678      214.537
      539        1.177        4.515            1      325.492       11.028      216.720
      540        1.064        4.468            1      329.405       21.089      221.288
      541        1.061        4.470            1      327.377       23.661      211.029
      542        1.143        4.502            1      329.302       22.060      207.342
      543        1.038        4.466            1      327.004       23.763      206.392
      544        1.064        4.504            1      329.095       25.796      212.900
      545        1.075        4.486            1      330.622       24.943      212.125
      546        1.090        4.528            1      329.435       24.073      214.101
      547        1.101        4.473            1      330.065       20.491      218.258
      548        1.104        4.526            1      329.247       25.436      218.652
      549        1.019        4.369            1      326.168       18.510      213.590
      550        1.234        4.504            1      325.881       21.600      209.491
      551        1.142        4.454            1      326.396       20.393      209.351
      552        1.129        4.529            1      326.813       22.165      213.199
      553        1.098        4.453            1      328.655       21.171      221.609
      554        1.036        4.429            1      328.276       20.002      218.371
      555        1.158        4.546            1      328.232       13.198      212.127
      556        1.129        4.531            1      329.174       24.413      209.009
